phone_id,phone_number,client_id,employee_id,branch_id,phoneType_id
208,666 749 873,208,,,0
209,+48 605 393 267,209,,,0
210,+48 32 591 69 13,210,,,0
211,+48 721 693 144,211,,,0
212,+48 518 679 218,212,,,0
213,+48 539 070 093,213,,,0
214,32 871 42 16,214,,,0
215,576 138 226,215,,,0
216,+48 698 645 896,216,,,0
217,739 801 539,217,,,0
218,+48 694 587 024,218,,,0
219,784 561 054,219,,,0
220,533 093 819,220,,,0
221,22 434 22 04,221,,,0
222,695 996 214,222,,,0
223,+48 882 634 327,223,,,0
224,720 058 747,224,,,0
225,+48 22 201 30 74,225,,,0
226,22 128 72 43,226,,,0
227,603 937 540,227,,,0
228,+48 792 911 438,228,,,0
229,725 099 296,229,,,0
230,692 508 862,230,,,0
231,514 660 832,231,,,0
232,+48 506 463 670,232,,,0
233,+48 533 928 417,233,,,0
234,537 441 373,234,,,0
235,+48 578 402 755,235,,,0
236,887 047 010,236,,,0
237,32 471 30 25,237,,,0
238,503 988 703,238,,,0
239,22 769 13 61,239,,,0
240,+48 515 833 051,240,,,0
241,+48 798 278 594,241,,,0
242,793 510 045,242,,,0
243,+48 22 486 98 16,243,,,0
244,+48 572 124 454,244,,,0
245,+48 734 933 136,245,,,0
246,+48 510 326 484,246,,,0
247,731 281 935,247,,,0
248,882 275 845,248,,,0
249,+48 696 941 822,249,,,0
250,+48 577 884 536,250,,,0
251,536 826 766,251,,,0
252,+48 731 538 621,252,,,0
253,664 846 092,253,,,0
254,+48 601 794 297,254,,,0
255,+48 698 110 439,255,,,0
256,+48 22 203 04 93,256,,,0
257,+48 739 944 024,257,,,0
258,576 604 429,258,,,0
259,798 177 389,259,,,0
260,+48 500 298 216,260,,,0
261,+48 508 982 758,261,,,0
262,+48 889 204 161,262,,,0
263,884 051 400,263,,,0
264,+48 799 615 034,264,,,0
265,+48 883 771 540,265,,,0
266,32 202 24 91,266,,,0
267,32 054 12 05,267,,,0
268,538 835 639,268,,,0
269,+48 536 555 534,269,,,0
270,+48 22 825 68 42,270,,,0
271,+48 736 024 095,271,,,0
272,885 443 766,272,,,0
273,+48 791 681 972,273,,,0
274,+48 573 113 233,274,,,0
275,+48 722 824 928,275,,,0
276,+48 736 283 727,276,,,0
277,723 750 322,277,,,0
278,+48 511 460 742,278,,,0
279,883 246 201,279,,,0
280,22 090 20 02,280,,,0
281,32 322 95 68,281,,,0
282,+48 793 097 237,282,,,0
283,+48 32 427 84 17,283,,,0
284,794 884 586,284,,,0
285,+48 22 383 05 81,285,,,0
286,506 215 392,286,,,0
287,721 606 722,287,,,0
288,887 169 537,288,,,0
289,+48 888 923 549,289,,,0
290,+48 797 956 196,290,,,0
291,736 112 001,291,,,0
292,+48 32 134 02 94,292,,,0
293,530 493 327,293,,,0
294,22 355 94 25,294,,,0
295,697 958 829,295,,,0
296,32 863 37 89,296,,,0
297,+48 782 506 579,297,,,0
298,516 542 795,298,,,0
299,+48 790 921 845,299,,,0
300,500 536 384,300,,,0
301,+48 796 419 821,301,,,0
302,506 452 403,302,,,0
303,22 596 66 52,303,,,0
304,+48 32 368 53 86,304,,,0
305,+48 502 519 376,305,,,0
306,573 907 088,306,,,0
307,+48 697 557 899,307,,,0
308,786 246 773,308,,,0
309,889 211 947,309,,,0
310,22 811 03 41,310,,,0
311,605 792 296,311,,,0
312,+48 579 970 036,312,,,0
313,32 947 92 42,313,,,0
314,+48 22 389 20 58,314,,,0
315,22 452 96 01,315,,,0
316,519 558 157,316,,,0
317,+48 884 241 014,317,,,0
318,785 929 277,318,,,0
319,726 834 546,319,,,0
320,604 674 257,320,,,0
321,531 294 704,321,,,0
322,782 392 181,322,,,0
323,+48 731 049 862,323,,,0
324,609 143 321,324,,,0
325,+48 534 605 897,325,,,0
326,+48 697 456 666,326,,,0
327,735 903 616,327,,,0
328,+48 734 751 542,328,,,0
329,738 328 594,329,,,0
330,+48 794 256 840,330,,,0
331,+48 519 263 500,331,,,0
332,+48 880 399 770,332,,,0
333,+48 609 640 911,333,,,0
334,+48 736 978 717,334,,,0
335,577 944 717,335,,,0
336,+48 797 923 361,336,,,0
337,536 294 798,337,,,0
338,695 833 891,338,,,0
339,32 763 83 97,339,,,0
340,738 017 952,340,,,0
341,728 196 382,341,,,0
342,+48 600 406 207,342,,,0
343,796 483 328,343,,,0
344,725 424 254,344,,,0
345,668 270 371,345,,,0
346,+48 793 346 133,346,,,0
347,+48 669 596 573,347,,,0
348,+48 882 343 808,348,,,0
349,+48 722 119 630,349,,,0
350,+48 695 278 804,350,,,0
351,786 984 640,351,,,0
352,+48 539 322 283,352,,,0
353,733 131 973,353,,,0
354,+48 570 088 577,354,,,0
355,885 842 358,355,,,0
356,797 016 096,356,,,0
357,+48 887 031 815,357,,,0
358,532 381 036,358,,,0
359,793 705 056,359,,,0
360,794 742 684,360,,,0
361,510 680 763,361,,,0
362,508 747 942,362,,,0
363,720 495 793,363,,,0
364,662 012 649,364,,,0
365,+48 517 190 189,365,,,0
366,+48 518 868 059,366,,,0
367,22 317 57 83,367,,,0
368,+48 604 083 121,368,,,0
369,+48 694 832 052,369,,,0
370,789 635 541,370,,,0
371,+48 504 754 192,371,,,0
372,+48 602 341 480,372,,,0
373,+48 32 790 29 83,373,,,0
374,+48 519 793 742,374,,,0
375,+48 797 878 600,375,,,0
376,882 557 240,376,,,0
377,+48 738 772 016,377,,,0
378,572 216 941,378,,,0
379,797 827 216,379,,,0
380,+48 665 889 813,380,,,0
381,+48 515 558 256,381,,,0
382,535 406 552,382,,,0
383,32 836 57 68,383,,,0
384,+48 22 441 72 48,384,,,0
385,22 354 72 05,385,,,0
386,724 549 964,386,,,0
387,+48 22 373 67 86,387,,,0
388,+48 32 907 24 09,388,,,0
389,+48 501 071 369,389,,,0
390,22 585 89 10,390,,,0
391,+48 733 403 027,391,,,0
392,+48 698 535 368,392,,,0
393,+48 512 369 836,393,,,0
394,+48 504 057 161,394,,,0
395,512 155 344,395,,,0
396,+48 574 825 629,396,,,0
397,+48 725 760 528,397,,,0
398,+48 723 994 479,398,,,0
399,722 993 989,399,,,0
400,782 037 924,400,,,0
401,+48 799 488 410,401,,,0
402,+48 797 724 241,402,,,0
403,790 489 929,403,,,0
404,+48 538 238 892,404,,,0
405,+48 606 535 554,405,,,0
406,692 316 036,406,,,0
407,+48 693 790 830,407,,,0
408,+48 500 636 096,408,,,0
409,+48 531 728 388,409,,,0
410,+48 502 908 463,410,,,0
411,512 767 555,411,,,0
412,+48 606 143 144,412,,,0
413,+48 32 367 69 63,413,,,0
414,535 429 550,414,,,0
415,535 240 785,415,,,0
416,791 332 451,416,,,0
417,+48 22 359 20 04,417,,,0
418,+48 22 235 32 32,418,,,0
419,+48 575 769 238,419,,,0
420,+48 697 651 303,420,,,0
421,+48 795 012 214,421,,,0
422,+48 695 895 758,422,,,0
423,+48 22 184 66 47,423,,,0
424,607 167 563,424,,,0
425,+48 577 932 856,425,,,0
426,+48 885 053 152,426,,,0
427,538 182 267,427,,,0
428,+48 698 084 353,428,,,0
429,+48 532 804 570,429,,,0
430,726 260 027,430,,,0
431,+48 721 141 742,431,,,0
432,735 693 791,432,,,0
433,724 780 162,433,,,0
434,739 697 612,434,,,0
435,+48 22 873 06 12,435,,,0
436,+48 663 173 640,436,,,0
437,+48 22 739 22 64,437,,,0
438,+48 661 449 645,438,,,0
439,+48 513 763 184,439,,,0
440,788 651 764,440,,,0
441,+48 721 328 749,441,,,0
442,787 746 224,442,,,0
443,+48 577 064 517,443,,,0
444,660 266 014,444,,,0
445,+48 576 621 088,445,,,0
446,514 900 251,446,,,0
447,+48 32 071 35 59,447,,,0
448,+48 736 087 871,448,,,0
449,+48 728 012 270,449,,,0
450,+48 881 326 197,450,,,0
451,22 256 24 46,451,,,0
452,726 146 839,452,,,0
453,32 517 20 00,453,,,0
454,+48 882 171 648,454,,,0
455,736 502 316,455,,,0
456,32 628 03 18,456,,,0
457,+48 533 846 400,457,,,0
458,+48 664 434 147,458,,,0
459,780 753 692,459,,,0
460,500 526 981,460,,,0
461,+48 532 142 080,461,,,0
462,+48 576 100 582,462,,,0
463,+48 503 247 795,463,,,0
464,+48 533 883 856,464,,,0
465,785 300 010,465,,,0
466,733 234 955,466,,,0
467,+48 570 144 298,467,,,0
468,888 143 151,468,,,0
469,795 891 089,469,,,0
470,22 430 32 67,470,,,0
471,+48 530 580 432,471,,,0
472,505 261 426,472,,,0
473,+48 519 790 122,473,,,0
474,+48 883 968 956,474,,,0
475,+48 603 249 000,475,,,0
476,+48 730 533 419,476,,,0
477,22 278 46 87,477,,,0
478,+48 661 174 307,478,,,0
479,+48 886 707 570,479,,,0
480,+48 727 581 409,480,,,0
481,534 985 519,481,,,0
482,736 954 066,482,,,0
483,+48 501 338 897,483,,,0
484,+48 574 862 350,484,,,0
485,722 823 993,485,,,0
486,+48 665 243 884,486,,,0
487,507 854 920,487,,,0
488,+48 722 573 049,488,,,0
489,791 645 175,489,,,0
490,+48 728 682 465,490,,,0
491,722 218 560,491,,,0
492,+48 786 165 513,492,,,0
493,+48 22 555 14 76,493,,,0
494,+48 885 749 147,494,,,0
495,+48 886 581 401,495,,,0
496,+48 537 987 337,496,,,0
497,665 888 344,497,,,0
498,+48 511 519 254,498,,,0
499,575 223 890,499,,,0
500,787 293 146,500,,,0
501,+48 22 267 80 00,501,,,0
502,883 604 216,502,,,0
503,+48 665 231 284,503,,,0
504,+48 694 520 933,504,,,0
505,+48 577 299 023,505,,,0
506,+48 537 358 199,506,,,0
507,536 797 380,507,,,0
508,530 840 332,508,,,0
509,+48 738 384 091,509,,,0
510,+48 883 184 714,510,,,0
511,+48 573 187 858,511,,,0
512,32 501 13 06,512,,,0
513,508 063 375,513,,,0
514,+48 32 832 62 94,514,,,0
515,+48 514 792 933,515,,,0
516,+48 538 165 105,516,,,0
517,604 430 979,517,,,0
518,+48 579 611 323,518,,,0
519,534 391 070,519,,,0
520,503 722 895,520,,,0
521,+48 738 657 299,521,,,0
522,662 356 676,522,,,0
523,+48 727 259 441,523,,,0
524,576 988 289,524,,,0
525,+48 570 393 079,525,,,0
526,728 898 696,526,,,0
527,+48 882 821 318,527,,,0
528,+48 737 087 197,528,,,0
529,+48 600 259 355,529,,,0
530,32 854 30 98,530,,,0
531,+48 515 047 028,531,,,0
532,+48 573 540 853,532,,,0
533,+48 797 141 209,533,,,0
534,+48 668 960 045,534,,,0
535,+48 32 316 01 98,535,,,0
536,+48 609 658 408,536,,,0
537,+48 32 003 60 17,537,,,0
538,720 851 097,538,,,0
539,+48 735 982 993,539,,,0
540,32 240 62 62,540,,,0
541,22 870 48 99,541,,,0
542,725 957 229,542,,,0
543,737 259 741,543,,,0
544,+48 785 280 994,544,,,0
545,736 102 870,545,,,0
546,532 190 333,546,,,0
547,720 184 661,547,,,0
548,885 817 912,548,,,0
549,+48 667 747 958,549,,,0
550,32 615 30 47,550,,,0
551,727 233 594,551,,,0
552,+48 786 887 107,552,,,0
553,530 237 443,553,,,0
554,22 600 18 73,554,,,0
555,22 218 38 79,555,,,0
556,604 135 230,556,,,0
557,882 113 604,557,,,0
558,+48 571 422 961,558,,,0
559,+48 725 314 843,559,,,0
560,22 276 44 70,560,,,0
561,725 437 390,561,,,0
562,+48 32 264 55 63,562,,,0
563,784 959 777,563,,,0
564,789 340 158,564,,,0
565,+48 609 772 806,565,,,0
566,578 895 165,566,,,0
567,32 223 06 37,567,,,0
568,+48 22 572 42 69,568,,,0
569,+48 510 912 231,569,,,0
570,535 806 669,570,,,0
571,+48 698 303 105,571,,,0
572,+48 539 882 782,572,,,0
573,536 978 197,573,,,0
574,+48 32 642 03 92,574,,,0
575,881 108 504,575,,,0
576,669 991 671,576,,,0
577,+48 730 927 888,577,,,0
578,+48 507 408 345,578,,,0
579,+48 22 402 17 96,579,,,0
580,504 933 118,580,,,0
581,886 967 693,581,,,0
582,798 862 744,582,,,0
583,735 527 559,583,,,0
584,604 562 608,584,,,0
585,796 716 405,585,,,0
586,+48 795 811 912,586,,,0
587,739 987 915,587,,,0
588,577 111 270,588,,,0
589,792 755 651,589,,,0
590,+48 720 777 731,590,,,0
591,661 057 375,591,,,0
592,880 099 283,592,,,0
593,739 538 318,593,,,0
594,+48 733 649 098,594,,,0
595,880 608 170,595,,,0
596,608 766 870,596,,,0
597,509 581 396,597,,,0
598,+48 609 108 887,598,,,0
599,+48 733 500 807,599,,,0
600,668 485 989,600,,,0
601,691 215 465,601,,,0
602,32 131 96 56,602,,,0
603,+48 22 502 60 86,603,,,0
604,533 869 009,604,,,0
605,536 491 062,605,,,0
606,512 251 579,606,,,0
607,+48 505 095 469,607,,,0
608,+48 32 113 78 57,608,,,0
609,736 400 176,609,,,0
610,575 480 390,610,,,0
611,22 041 64 83,611,,,0
612,884 723 370,612,,,0
613,570 918 943,613,,,0
614,+48 881 840 191,614,,,0
615,+48 505 772 371,615,,,0
616,+48 502 954 141,616,,,0
617,538 795 054,617,,,0
618,518 659 660,618,,,0
619,739 546 880,619,,,0
620,728 773 644,620,,,0
621,+48 505 816 118,621,,,0
622,22 716 69 21,622,,,0
623,608 407 965,623,,,0
624,510 145 038,624,,,0
625,661 904 460,625,,,0
626,697 723 860,626,,,0
627,+48 728 234 496,627,,,0
628,+48 696 704 639,628,,,0
629,+48 790 207 161,629,,,0
630,663 373 788,630,,,0
631,519 929 465,631,,,0
632,503 286 197,632,,,0
633,+48 531 722 100,633,,,0
634,+48 737 182 613,634,,,0
635,799 180 790,635,,,0
636,+48 607 922 543,636,,,0
637,+48 738 059 247,637,,,0
638,+48 884 135 134,638,,,0
639,+48 532 907 993,639,,,0
640,+48 505 791 224,640,,,0
641,32 242 50 82,641,,,0
642,+48 731 445 337,642,,,0
643,+48 22 998 26 69,643,,,0
644,695 874 551,644,,,0
645,797 076 052,645,,,0
646,518 132 598,646,,,0
647,733 589 961,647,,,0
648,+48 22 014 98 37,648,,,0
649,+48 22 476 09 11,649,,,0
650,509 025 077,650,,,0
651,503 953 840,651,,,0
652,534 903 320,652,,,0
653,+48 22 562 90 92,653,,,0
654,+48 785 374 978,654,,,0
655,603 912 567,655,,,0
656,+48 667 706 910,656,,,0
657,+48 22 234 23 93,657,,,0
658,+48 22 928 14 09,658,,,0
659,663 094 979,659,,,0
660,536 687 381,660,,,0
661,690 194 264,661,,,0
662,+48 724 276 358,662,,,0
663,+48 697 400 817,663,,,0
664,500 027 496,664,,,0
665,+48 539 755 099,665,,,0
666,664 403 274,666,,,0
667,537 293 958,667,,,0
668,+48 512 356 498,668,,,0
669,+48 738 454 687,669,,,0
670,575 250 370,670,,,0
671,+48 886 144 545,671,,,0
672,793 146 732,672,,,0
673,518 993 019,673,,,0
674,780 308 701,674,,,0
675,665 040 811,675,,,0
676,+48 534 516 091,676,,,0
677,511 799 719,677,,,0
678,+48 510 221 562,678,,,0
679,720 150 677,679,,,0
680,789 848 211,680,,,0
681,32 102 04 96,681,,,0
682,798 070 559,682,,,0
683,571 851 427,683,,,0
684,795 489 478,684,,,0
685,725 672 480,685,,,0
686,+48 797 160 112,686,,,0
687,+48 724 299 719,687,,,0
688,696 584 910,688,,,0
689,696 844 538,689,,,0
690,+48 607 907 155,690,,,0
691,511 582 449,691,,,0
692,733 805 548,692,,,0
693,32 154 02 89,693,,,0
694,796 001 089,694,,,0
695,22 433 08 67,695,,,0
696,725 518 161,696,,,0
697,+48 514 443 311,697,,,0
698,600 622 127,698,,,0
699,+48 530 155 394,699,,,0
700,+48 786 648 113,700,,,0
701,+48 601 061 635,701,,,0
702,881 383 229,702,,,0
703,+48 503 714 269,703,,,0
704,+48 516 374 329,704,,,0
705,+48 669 863 319,705,,,0
706,515 596 667,706,,,0
707,781 299 896,707,,,0
708,+48 721 998 327,708,,,0
709,519 463 674,709,,,0
710,579 943 920,710,,,0
711,513 925 090,711,,,0
712,+48 502 298 023,712,,,0
713,664 421 260,713,,,0
714,+48 887 027 907,714,,,0
715,+48 723 387 603,715,,,0
716,22 747 01 82,716,,,0
717,576 365 376,717,,,0
718,+48 794 354 943,718,,,0
719,+48 665 490 231,719,,,0
720,576 028 782,720,,,0
721,509 511 844,721,,,0
722,+48 882 293 443,722,,,0
723,574 898 429,723,,,0
724,+48 508 241 391,724,,,0
725,+48 519 026 380,725,,,0
726,+48 793 788 143,726,,,0
727,+48 22 872 05 15,727,,,0
728,531 411 889,728,,,0
729,+48 885 262 843,729,,,0
730,+48 695 538 431,730,,,0
731,+48 508 282 221,731,,,0
732,797 908 250,732,,,0
733,665 621 347,733,,,0
734,+48 514 984 443,734,,,0
735,532 640 256,735,,,0
736,781 382 605,736,,,0
737,+48 881 477 063,737,,,0
738,692 374 055,738,,,0
739,503 726 379,739,,,0
740,571 045 860,740,,,0
741,+48 887 146 358,741,,,0
742,694 371 800,742,,,0
743,22 839 85 92,743,,,0
744,+48 22 482 19 97,744,,,0
745,32 998 79 97,745,,,0
746,+48 515 133 433,746,,,0
747,+48 728 549 438,747,,,0
748,693 239 093,748,,,0
749,+48 668 974 197,749,,,0
750,+48 32 169 74 13,750,,,0
751,794 665 693,751,,,0
752,+48 503 298 719,752,,,0
753,+48 22 144 75 05,753,,,0
754,+48 732 825 943,754,,,0
755,+48 571 156 964,755,,,0
756,+48 539 618 354,756,,,0
757,571 107 563,757,,,0
758,602 768 443,758,,,0
759,+48 883 010 707,759,,,0
760,728 659 834,760,,,0
761,669 614 635,761,,,0
762,732 212 653,762,,,0
763,+48 573 915 151,763,,,0
764,22 858 22 22,764,,,0
765,+48 738 743 889,765,,,0
766,+48 887 556 729,766,,,0
767,787 870 721,767,,,0
768,+48 885 590 670,768,,,0
769,+48 515 164 397,769,,,0
770,+48 32 652 45 50,770,,,0
771,+48 668 407 523,771,,,0
772,664 270 544,772,,,0
773,886 140 350,773,,,0
774,505 259 742,774,,,0
775,723 847 131,775,,,0
776,667 602 866,776,,,0
777,503 453 746,777,,,0
778,+48 534 895 567,778,,,0
779,22 705 84 22,779,,,0
780,+48 667 786 178,780,,,0
781,32 021 95 87,781,,,0
782,882 879 678,782,,,0
783,+48 887 977 709,783,,,0
784,+48 575 672 559,784,,,0
785,534 093 456,785,,,0
786,+48 791 769 732,786,,,0
787,663 933 395,787,,,0
788,+48 799 410 330,788,,,0
789,+48 519 716 596,789,,,0
790,+48 692 832 415,790,,,0
791,887 820 913,791,,,0
792,733 109 382,792,,,0
793,697 449 567,793,,,0
794,578 767 859,794,,,0
795,886 947 690,795,,,0
796,+48 799 311 530,796,,,0
797,+48 697 969 331,797,,,0
798,+48 783 601 476,798,,,0
799,732 781 669,799,,,0
800,667 103 013,800,,,0
801,570 675 546,801,,,0
802,+48 690 813 674,802,,,0
803,+48 799 581 963,803,,,0
804,+48 508 564 901,804,,,0
805,+48 787 315 654,805,,,0
806,+48 788 567 479,806,,,0
807,600 723 158,807,,,0
808,+48 505 608 031,808,,,0
809,+48 699 666 433,809,,,0
810,32 127 84 46,810,,,0
811,+48 32 791 04 08,811,,,0
812,+48 575 576 575,812,,,0
813,738 772 290,813,,,0
814,799 115 951,814,,,0
815,+48 665 184 314,815,,,0
816,32 414 11 54,816,,,0
817,+48 578 824 449,817,,,0
818,+48 723 703 806,818,,,0
819,889 552 080,819,,,0
820,695 382 964,820,,,0
821,794 447 406,821,,,0
822,792 884 184,822,,,0
823,737 203 302,823,,,0
824,726 272 654,824,,,0
825,+48 667 436 967,825,,,0
826,+48 787 677 109,826,,,0
827,+48 669 999 898,827,,,0
828,733 294 703,828,,,0
829,517 908 415,829,,,0
830,799 631 676,830,,,0
831,+48 512 387 306,831,,,0
832,727 701 571,832,,,0
833,22 840 19 35,833,,,0
834,738 216 729,834,,,0
835,+48 509 988 199,835,,,0
836,+48 534 688 778,836,,,0
837,+48 727 245 436,837,,,0
838,+48 663 051 992,838,,,0
839,+48 690 815 863,839,,,0
840,+48 609 497 008,840,,,0
841,575 686 524,841,,,0
842,+48 579 763 054,842,,,0
843,510 277 770,843,,,0
844,+48 739 854 556,844,,,0
845,+48 738 697 611,845,,,0
846,507 937 853,846,,,0
847,730 663 889,847,,,0
848,+48 661 034 327,848,,,0
849,+48 22 190 70 10,849,,,0
850,+48 886 214 781,850,,,0
851,+48 692 352 052,851,,,0
852,+48 506 812 913,852,,,0
853,696 021 272,853,,,0
854,22 916 97 95,854,,,0
855,+48 797 807 937,855,,,0
856,579 489 207,856,,,0
857,605 874 990,857,,,0
858,795 386 848,858,,,0
859,+48 571 766 936,859,,,0
860,+48 723 811 723,860,,,0
861,+48 693 316 835,861,,,0
862,+48 609 994 710,862,,,0
863,+48 738 115 920,863,,,0
864,22 517 59 94,864,,,0
865,530 720 369,865,,,0
866,+48 537 760 010,866,,,0
867,730 238 550,867,,,0
868,502 105 732,868,,,0
869,799 335 588,869,,,0
870,530 370 464,870,,,0
871,503 471 973,871,,,0
872,32 482 10 59,872,,,0
873,887 407 308,873,,,0
874,+48 605 445 300,874,,,0
875,888 394 439,875,,,0
876,+48 519 332 135,876,,,0
877,+48 790 871 701,877,,,0
878,667 988 807,878,,,0
879,32 622 92 66,879,,,0
880,+48 661 210 809,880,,,0
881,785 109 062,881,,,0
882,+48 793 578 489,882,,,0
883,+48 739 093 836,883,,,0
