client_id,first_name,last_name,date_of_birth,region_id,city_id,street_id,houseNr_id,clientType_id,discount
31,Damian,Dolega,1992-03-18,15,15,31,31,0,30
32,Jeremi,Kamieniarz,1992-09-19,0,0,32,32,0,40
33,Arkadiusz,Bielas,2003-01-11,1,1,33,33,0,35
34,Mariusz,Drygas,1991-02-02,2,2,34,34,1,0
35,pan,Alan,1998-09-10,3,3,35,35,1,5
36,pani,Klara,1976-12-12,4,4,36,36,1,0
37,Marianna,Kopyto,1964-02-18,5,5,37,37,1,30
38,pan,Antoni,1973-04-07,6,6,38,38,0,45
39,Urszula,Siciarz,1976-09-30,7,7,39,39,1,35
40,pan,Jakub,1960-05-14,8,8,40,40,1,5
41,Nicole,John,1973-08-20,9,9,41,41,1,45
42,Kornelia,Chwedczuk,1962-09-30,10,10,42,42,1,35
43,Olgierd,Pezda,1979-09-23,11,11,43,43,0,15
44,Aurelia,Glapiak,2004-01-08,12,12,44,44,1,40
45,pan,Konstanty,1986-05-03,13,13,45,45,1,45
46,Sylwia,Kubrak,2004-10-11,14,14,46,46,1,25
47,Iwo,Kurbiel,1975-12-20,15,15,47,47,1,5
48,Wiktor,Wyciszkiewicz,1992-08-24,0,0,48,48,1,25
49,pan,Cezary,1984-02-01,1,1,49,49,0,45
50,Piotr,Kud³acz,1966-04-12,2,2,50,50,0,25
51,pani,Anna,1999-09-23,3,3,51,51,0,25
52,Melania,Prygiel,1978-10-20,4,4,52,52,1,35
53,Blanka,Kulus,1970-06-29,5,5,53,53,1,35
54,Lidia,Kranc,1967-01-14,6,6,54,54,0,10
55,Wojciech,Chodak,1993-07-20,7,7,55,55,0,40
56,pan,Filip,1989-11-28,8,8,56,56,0,0
57,Filip,Nasta³y,1962-01-31,9,9,57,57,1,0
58,pan,Adrian,1975-07-17,10,10,58,58,0,10
59,Inga,Suchora,1988-09-13,11,11,59,59,0,10
60,Ida,Gogó³,1975-09-04,12,12,60,60,0,0
61,Ignacy,Podpora,1962-02-08,13,13,61,61,0,45
62,Gabriel,Hrabia,1988-07-28,14,14,62,62,1,5
63,Maks,Zbylut,1980-01-17,15,15,63,63,0,15
64,Maksymilian,Kierat,1957-12-16,0,0,64,64,1,25
65,Patryk,Lepianka,1967-03-02,1,1,65,65,0,20
66,Juliusz,Œlêczka,1995-07-18,2,2,66,66,1,10
67,Juliusz,Malcher,1975-02-11,3,3,67,67,1,40
68,pan,Micha³,1990-03-02,4,4,68,68,1,35
69,Eryk,Bia³czyk,2001-02-26,5,5,69,69,1,30
70,pani,Eliza,1997-08-08,6,6,70,70,1,40
71,Jakub,Zdonek,1960-10-09,7,7,71,71,1,5
72,Antoni,Lejk,1961-06-23,8,8,72,72,1,10
73,pan,Wojciech,1966-02-05,9,9,73,73,1,30
74,pani,Angelika,1966-09-22,10,10,74,74,1,10
75,Kazimierz,Poleszak,1984-01-26,11,11,75,75,0,25
76,pan,Nataniel,1966-03-27,12,12,76,76,1,20
77,Bianka,Kruszka,1969-07-05,13,13,77,77,0,40
78,Tymoteusz,Pyrkosz,1978-02-17,14,14,78,78,1,10
79,Anastazja,Opalach,1986-05-21,15,15,79,79,1,5
80,Oskar,Liss,1957-10-27,0,0,80,80,1,5
81,Ernest,Tasarz,1972-06-11,1,1,81,81,0,40
82,pan,Bartek,1969-05-20,2,2,82,82,1,45
83,Olaf,Doktór,2000-02-01,3,3,83,83,1,25
84,pan,Gustaw,1983-05-29,4,4,84,84,0,30
85,Krzysztof,Kulis,1991-09-02,5,5,85,85,1,25
86,Bianka,Orwat,1970-04-21,6,6,86,86,0,40
87,pani,Sylwia,2002-09-30,7,7,87,87,0,15
88,Olgierd,£aœ,1974-03-21,8,8,88,88,1,10
89,Daniel,Surmiak,1975-06-14,9,9,89,89,1,5
90,Olaf,Ziniewicz,2001-05-21,10,10,90,90,1,30
91,pan,Iwo,1986-06-14,11,11,91,91,0,5
92,Julita,Such,1973-05-25,12,12,92,92,0,5
93,pani,Janina,1974-06-26,13,13,93,93,0,25
94,Daniel,Hynek,2004-07-04,14,14,94,94,1,25
95,Kalina,Zyzik,1970-06-06,15,15,95,95,0,25
96,Bartek,Legutko,1981-03-16,0,0,96,96,1,10
97,Natan,Walencik,1982-12-17,1,1,97,97,1,20
98,Ada,Karczmarek,1977-05-10,2,2,98,98,0,25
99,Tomasz,Mortka,2002-12-14,3,3,99,99,1,40
100,Rafa³,Kaletka,1959-11-04,4,4,100,100,0,25
101,Jeremi,Kmak,2001-07-26,5,5,101,101,1,10
102,Tola,Downar,1966-12-17,6,6,102,102,0,35
103,Marcin,Preœ,1973-09-26,7,7,103,103,0,10
104,pani,Ada,1978-04-22,8,8,104,104,1,20
105,Krzysztof,Wyderka,1957-04-02,9,9,105,105,1,45
106,Rozalia,Szymajda,1977-06-25,10,10,106,106,0,15
107,pani,Malwina,1960-12-16,11,11,107,107,1,30
108,Fryderyk,Swacha,1979-01-27,12,12,108,108,0,45
109,Jakub,Lesisz,1989-06-11,13,13,109,109,1,10
110,Jacek,Przekwas,1982-07-07,14,14,110,110,1,35
111,Sonia,Kuczaj,1966-08-21,15,15,111,111,0,5
112,Nataniel,Oleksiewicz,1997-03-16,0,0,112,112,0,35
113,pan,Tomasz,1960-02-27,1,1,113,113,0,30
114,Kamila,Kacperek,1992-07-30,2,2,114,114,1,5
115,Maciej,Solnica,1967-01-31,3,3,115,115,1,40
116,Alan,S³onka,1961-11-29,4,4,116,116,0,0
117,Miko³aj,Pos³uszny,1965-05-28,5,5,117,117,0,35
118,pan,Emil,1986-02-16,6,6,118,118,1,15
119,pani,Julita,1965-12-18,7,7,119,119,0,40
120,pan,Olaf,1981-10-14,8,8,120,120,0,25
121,Tomasz,Kosiec,1988-08-27,9,9,121,121,1,15
122,Alex,Bartocha,1973-08-18,10,10,122,122,0,10
123,Dorota,Cio³czyk,1969-06-30,11,11,123,123,1,35
124,Marika,Trzop,1988-04-01,12,12,124,124,1,25
125,Mateusz,Stefankiewicz,1958-02-08,13,13,125,125,0,15
126,Miko³aj,Sawko,1970-07-16,14,14,126,126,0,10
127,B³a¿ej,Pitu³a,1973-11-23,15,15,127,127,1,20
128,Mi³osz,Berg,1960-11-20,0,0,128,128,1,0
129,pan,Gustaw,2004-11-07,1,1,129,129,0,30
130,pani,Dorota,1968-05-04,2,2,130,130,0,40
131,Kornelia,Koco³,1971-06-19,3,3,131,131,0,10
132,Dominik,Linkiewicz,1977-04-03,4,4,132,132,1,0
133,Marcelina,Dziadkowiec,1980-05-08,5,5,133,133,1,10
134,pani,Marika,1971-04-04,6,6,134,134,1,35
135,Natasza,Markiel,1973-09-16,7,7,135,135,0,15
136,Justyna,Wietecha,1973-06-20,8,8,136,136,1,40
137,pani,Nela,1972-06-28,9,9,137,137,0,0
138,Sara,Ligenza,1972-06-20,10,10,138,138,1,35
139,Aleksander,Serwa,1957-10-19,11,11,139,139,0,0
140,Kacper,Mi¹sko,1983-07-22,12,12,140,140,0,30
141,Kornel,Garczarek,1975-04-14,13,13,141,141,0,35
142,pani,Sylwia,1971-12-07,14,14,142,142,0,5
143,Alex,Starek,1957-02-11,15,15,143,143,1,25
144,Tymoteusz,Piotrowiak,1960-10-17,0,0,144,144,0,35
145,pani,Roksana,1993-10-25,1,1,145,145,1,5
146,Ró¿a,Zastawny,2001-02-23,2,2,146,146,0,35
147,pani,Ada,2004-03-14,3,3,147,147,1,20
148,Franciszek,B¹kiewicz,1981-06-14,4,4,148,148,1,20
149,Natasza,Koloch,1983-11-05,5,5,149,149,1,30
150,Mateusz,Woszczyna,1994-11-26,6,6,150,150,1,25
151,Aurelia,Szlufik,1975-06-23,7,7,151,151,1,25
152,Ksawery,Gasz,1985-07-07,8,8,152,152,1,45
153,Liwia,Greszta,1982-06-12,9,9,153,153,1,35
154,Marika,Jarosiewicz,1968-08-19,10,10,154,154,0,35
155,Eliza,Drewicz,1970-07-03,11,11,155,155,1,15
156,Kazimierz,Tacza³a,1976-03-22,12,12,156,156,0,20
157,Anita,S³awik,1967-05-30,13,13,157,157,1,0
158,Ewa,Gajcy,1995-10-26,14,14,158,158,1,30
159,Tomasz,Przybyœ,1998-07-08,15,15,159,159,1,45
160,pan,B³a¿ej,1975-09-18,0,0,160,160,0,25
161,Tola,Tomaszczyk,1957-05-23,1,1,161,161,0,15
162,Eryk,Imio³czyk,1969-11-08,2,2,162,162,0,25
163,Apolonia,BrzeŸniak,1998-04-28,3,3,163,163,1,25
164,Lidia,Hankiewicz,1969-03-28,4,4,164,164,0,25
165,Tola,Achtelik,1970-04-04,5,5,165,165,1,35
166,Ró¿a,Ornat,1990-12-09,6,6,166,166,0,20
167,Kalina,Forma,2004-06-27,7,7,167,167,0,30
168,Józef,Basista,1969-01-28,8,8,168,168,0,10
169,Cezary,Sygut,1996-09-14,9,9,169,169,0,0
170,Hubert,Ciesielczyk,1977-04-24,10,10,170,170,0,0
171,Jan,Smoter,1985-10-03,11,11,171,171,1,25
172,pan,Tadeusz,1973-06-19,12,12,172,172,1,20
173,Mi³osz,Soczewka,2000-08-16,13,13,173,173,1,30
174,pan,Rados³aw,1967-01-30,14,14,174,174,0,5
175,pan,Józef,1974-11-26,15,15,175,175,0,40
176,pan,Ernest,1986-07-03,0,0,176,176,0,25
177,Cezary,Wyrwa³,1983-04-04,1,1,177,177,1,15
178,Marek,Kumorek,2003-12-04,2,2,178,178,1,45
179,Julianna,Pleskot,1974-09-21,3,3,179,179,0,5
180,Andrzej,S³onka,1981-02-07,4,4,180,180,1,15
181,Kazimierz,Habdas,1973-07-02,5,5,181,181,1,25
182,Ewelina,Windak,1969-01-26,6,6,182,182,0,15
183,Emil,Nalewajko,1984-11-09,7,7,183,183,1,20
184,Angelika,Wawszczak,1961-05-30,8,8,184,184,0,45
185,Marek,Kopij,1963-01-08,9,9,185,185,1,45
186,Dorota,Franczuk,1975-07-20,10,10,186,186,1,40
187,Bruno,Ska³ka,2003-02-15,11,11,187,187,0,20
188,pani,Adrianna,1979-07-20,12,12,188,188,1,40
189,Julianna,Jasnoch,2003-04-15,13,13,189,189,0,30
190,pani,Karina,1975-01-12,14,14,190,190,1,15
191,Kazimierz,£uksza,1969-12-09,15,15,191,191,0,40
192,pani,Marcelina,1962-10-31,0,0,192,192,0,45
193,Marcelina,Maæczak,1967-09-06,1,1,193,193,1,15
194,Stanis³aw,Szarzec,1992-10-24,2,2,194,194,0,20
195,Dominik,Drej,1963-02-19,3,3,195,195,0,15
196,pani,Sara,1986-11-03,4,4,196,196,0,45
197,Natan,Gronostaj,1996-06-29,5,5,197,197,1,25
198,Kazimierz,Twardy,1997-04-08,6,6,198,198,1,10
199,Józef,Dzienniak,1975-02-28,7,7,199,199,1,5
200,Anita,Lubera,1997-01-06,8,8,200,200,1,35
201,pani,Julita,1975-07-24,9,9,201,201,1,20
202,Ewelina,Gordon,1995-03-29,10,10,202,202,0,0
203,pan,Mateusz,1965-09-06,11,11,203,203,0,5
204,Fabian,Franas,1962-08-14,12,12,204,204,1,35
205,Jeremi,Hy¿y,1965-05-30,13,13,205,205,1,35
206,pan,Jerzy,1962-02-01,14,14,206,206,1,10
207,Tadeusz,Olkowicz,1996-03-27,15,15,207,207,1,10
208,Rados³aw,Goœ,1986-03-11,0,0,208,208,0,10
209,Iwo,Mydlak,1957-06-24,1,1,209,209,0,30
210,pan,Hubert,1985-05-05,2,2,210,210,0,35
211,Ewelina,Kozdroñ,1980-03-08,3,3,211,211,0,10
212,Igor,Patalas,2004-06-25,4,4,212,212,0,25
213,pani,Sylwia,1981-04-13,5,5,213,213,0,15
214,pan,Wiktor,2000-01-15,6,6,214,214,0,5
215,Micha³,Baszak,1957-11-11,7,7,215,215,1,0
216,pani,Anastazja,2004-09-03,8,8,216,216,1,25
217,Mateusz,Ekert,1993-03-25,9,9,217,217,1,5
218,pan,Maurycy,1970-10-29,10,10,218,218,0,15
219,Jêdrzej,Gabryszak,1966-04-19,11,11,219,219,1,35
220,pan,Cyprian,1988-01-26,12,12,220,220,1,30
221,Jeremi,Milewczyk,1957-08-06,13,13,221,221,0,10
222,Malwina,Migda,1991-01-01,14,14,222,222,0,35
223,Konrad,Nazimek,1982-01-21,15,15,223,223,0,10
224,Olaf,Gendera,1998-07-02,0,0,224,224,0,10
225,pan,Konstanty,1983-02-06,1,1,225,225,0,15
226,Anita,Makles,1987-10-15,2,2,226,226,0,15
227,B³a¿ej,Roczniak,1961-12-15,3,3,227,227,1,5
228,Kornel,Mysior,1998-02-28,4,4,228,228,0,20
229,Wiktor,Wiewiórka,1964-06-05,5,5,229,229,1,35
230,pani,Apolonia,1972-06-10,6,6,230,230,1,45
231,Agnieszka,Kazberuk,1965-08-11,7,7,231,231,0,25
232,Cezary,Go³oœ,1997-01-02,8,8,232,232,1,35
233,pani,Inga,1976-01-20,9,9,233,233,0,40
234,pani,Kornelia,1997-09-15,10,10,234,234,1,25
235,Aurelia,Fogel,1996-03-07,11,11,235,235,1,15
236,Miko³aj,Pyrz,1991-07-09,12,12,236,236,0,5
237,Mieszko,Beœka,1998-08-12,13,13,237,237,1,45
238,Wojciech,Bruzda,1991-03-20,14,14,238,238,1,40
239,Alex,Osik,1989-02-23,15,15,239,239,1,35
240,Pawe³,Waleczek,1974-03-28,0,0,240,240,1,30
241,Krystyna,Teterycz,1986-10-13,1,1,241,241,0,0
242,Oskar,Karyœ,1990-06-07,2,2,242,242,0,25
243,pani,Aurelia,1980-07-18,3,3,243,243,0,10
244,Ewelina,Wiech,1957-05-14,4,4,244,244,0,40
245,Alex,¯uberek,1987-09-29,5,5,245,245,0,25
246,pani,Natasza,2003-06-05,6,6,246,246,1,10
247,Rafa³,Ró¿ewicz,1980-03-25,7,7,247,247,0,20
248,Krystian,Stanaszek,1982-08-23,8,8,248,248,0,25
249,Patryk,Butrym,1963-10-24,9,9,249,249,1,25
250,Bruno,Droœ,1990-11-20,10,10,250,250,1,35
251,Mi³osz,Kleina,1963-06-15,11,11,251,251,1,25
252,Anastazja,Juroszek,1959-06-10,12,12,252,252,1,35
253,pan,Marcin,1971-01-09,13,13,253,253,1,5
254,Borys,Masny,1971-10-07,14,14,254,254,0,40
255,Sara,£ój,1991-09-22,15,15,255,255,0,45
256,Dorota,Laskus,1957-02-16,0,0,256,256,1,40
257,Natan,Kargol,1978-04-15,1,1,257,257,1,30
258,Jeremi,Biega³a,1989-09-15,2,2,258,258,0,20
259,Stanis³aw,Durczok,1960-01-17,3,3,259,259,1,35
260,Ida,Rutowicz,1960-09-15,4,4,260,260,1,0
261,Jakub,Klêk,1964-07-16,5,5,261,261,1,35
262,Jêdrzej,£ukasiuk,1961-08-27,6,6,262,262,0,45
263,Tymoteusz,Nehring,1967-04-06,7,7,263,263,1,30
264,Ewelina,Molek,1992-11-23,8,8,264,264,0,25
265,pan,Antoni,1962-06-12,9,9,265,265,0,5
266,pan,Aleksander,1999-02-22,10,10,266,266,1,0
267,Natasza,Kowara,1963-05-31,11,11,267,267,0,35
268,Apolonia,Klucznik,1968-01-26,12,12,268,268,0,20
269,Hubert,Kie³bik,1958-03-20,13,13,269,269,1,10
270,Lidia,Krêcichwost,1980-06-05,14,14,270,270,0,30
271,Hubert,Mroczko,1984-10-02,15,15,271,271,1,15
272,pani,Kornelia,1998-09-04,0,0,272,272,1,5
273,Dominik,Brach,2002-09-05,1,1,273,273,1,10
274,pan,Damian,1969-02-11,2,2,274,274,1,30
275,Piotr,Majerczyk,1976-01-02,3,3,275,275,0,30
276,Anna,Maria,1964-12-31,4,4,276,276,0,20
277,pan,Przemys³aw,2004-01-19,5,5,277,277,1,35
278,Ryszard,Lemiesz,1988-03-09,6,6,278,278,0,45
279,Tobiasz,Migoñ,1959-11-02,7,7,279,279,1,35
280,Maurycy,Moskalik,1976-03-18,8,8,280,280,1,45
281,pan,Maciej,1968-01-21,9,9,281,281,0,5
282,Nicole,S³adek,1997-03-06,10,10,282,282,1,25
283,Kalina,Zegar,1965-05-11,11,11,283,283,1,35
284,Roksana,Sibiga,2004-07-28,12,12,284,284,0,40
285,Jeremi,Myrcha,1977-08-25,13,13,285,285,1,15
286,Tola,£ój,2003-01-11,14,14,286,286,1,15
287,Liwia,Drop,1989-12-28,15,15,287,287,0,10
288,B³a¿ej,Nieœcioruk,1981-01-12,0,0,288,288,1,25
289,Ewa,Downar,1969-01-20,1,1,289,289,0,15
290,Julian,Margas,1979-06-15,2,2,290,290,1,15
291,Blanka,Mazanek,1970-10-20,3,3,291,291,1,45
292,Kamila,Kamieniak,2002-12-01,4,4,292,292,1,10
293,pan,Iwo,1987-03-26,5,5,293,293,1,40
294,pan,Artur,1992-09-22,6,6,294,294,0,25
295,Patryk,Lizurej,1976-10-19,7,7,295,295,1,10
296,pan,Robert,1961-07-28,8,8,296,296,1,0
297,Olga,£adniak,1968-06-30,9,9,297,297,1,25
298,pani,Eliza,1972-07-18,10,10,298,298,1,0
299,Ida,Pu³a,1957-09-08,11,11,299,299,1,20
300,Ada,NiedŸwiadek,1993-11-15,12,12,300,300,0,45
301,Sara,Tr¹bka,1979-06-23,13,13,301,301,0,30
302,Emil,Tymczyszyn,1999-03-16,14,14,302,302,0,5
303,Maciej,Makoœ,1962-06-02,15,15,303,303,0,10
304,pan,Kacper,1975-08-24,0,0,304,304,0,0
305,Cezary,Wita,1980-09-08,1,1,305,305,1,25
306,Rados³aw,Orzeszek,1969-07-30,2,2,306,306,1,25
307,Krzysztof,Morcinek,1998-10-01,3,3,307,307,1,10
308,Kamil,Kosiec,1988-10-19,4,4,308,308,1,5
309,Stanis³aw,Plebanek,1963-05-23,5,5,309,309,1,30
310,Emil,Miêkus,1982-10-08,6,6,310,310,0,30
311,Sara,Downar,1982-12-14,7,7,311,311,0,40
312,Dariusz,Tylka,1966-02-14,8,8,312,312,1,0
313,Julita,Wawrzynek,1987-01-25,9,9,313,313,0,10
314,Julita,Noculak,1970-11-27,10,10,314,314,1,45
315,pani,Julianna,2001-07-05,11,11,315,315,0,40
316,Kajetan,Bandyk,1964-09-02,12,12,316,316,0,45
317,Tymon,Getka,1961-08-21,13,13,317,317,0,30
318,pan,Bartek,1983-05-25,14,14,318,318,1,25
319,Leonard,Front,1960-02-10,15,15,319,319,0,5
320,Ksawery,Hrabia,1979-05-11,0,0,320,320,0,35
321,pan,Stefan,1966-07-18,1,1,321,321,1,0
322,Olaf,Siemieñczuk,1965-10-02,2,2,322,322,0,35
323,Eliza,Gerlach,2000-11-23,3,3,323,323,1,45
324,pani,Kornelia,1957-06-24,4,4,324,324,0,15
325,Stanis³aw,Nalewajek,1970-01-19,5,5,325,325,0,5
326,Inga,Gill,1974-10-28,6,6,326,326,1,15
327,Konstanty,Wypiór,1975-05-15,7,7,327,327,0,25
328,pani,Ewa,1967-01-19,8,8,328,328,1,25
329,Mariusz,Fugiel,1996-06-02,9,9,329,329,0,15
330,Ksawery,Torbus,1986-06-23,10,10,330,330,0,30
331,Lidia,Ha³at,2004-01-05,11,11,331,331,1,20
332,Dawid,Zyga,1996-01-07,12,12,332,332,0,40
333,pani,Ró¿a,1997-08-09,13,13,333,333,0,35
334,Cyprian,Stosik,1971-01-10,14,14,334,334,1,25
335,pani,Julita,1995-09-05,15,15,335,335,0,25
336,pan,Borys,1968-02-28,0,0,336,336,0,10
337,Marcelina,Kupœ,1984-03-07,1,1,337,337,1,5
338,Oliwier,Œlipek,1993-01-14,2,2,338,338,1,35
339,pan,Filip,1982-09-07,3,3,339,339,1,35
340,Przemys³aw,Maleszka,1978-02-19,4,4,340,340,1,20
341,Agnieszka,Korbel,1981-05-09,5,5,341,341,0,40
342,Antoni,Pawlonka,1996-06-17,6,6,342,342,1,0
343,pan,Patryk,1992-06-10,7,7,343,343,0,30
344,Kacper,Rusnak,1982-03-08,8,8,344,344,1,15
345,pani,Agnieszka,1995-12-06,9,9,345,345,1,0
346,£ukasz,Tylek,1957-12-26,10,10,346,346,0,20
347,Eryk,Anders,1994-03-21,11,11,347,347,0,35
348,Albert,Brachman,1990-01-31,12,12,348,348,1,15
349,Grzegorz,Garczyk,1994-08-16,13,13,349,349,0,30
350,Dorota,Staœ,1973-11-24,14,14,350,350,1,20
351,Olaf,Œcibisz,1964-12-29,15,15,351,351,1,20
352,Mateusz,Tabisz,1995-01-17,0,0,352,352,0,40
353,Anita,Legutko,1967-04-01,1,1,353,353,1,0
354,Anna,Maria,2001-12-19,2,2,354,354,0,0
355,Eryk,Gosek,1969-06-21,3,3,355,355,0,25
356,Mieszko,Salach,1971-03-22,4,4,356,356,1,30
357,Cezary,Szeja,1959-11-09,5,5,357,357,1,25
358,Piotr,Korda,1998-07-13,6,6,358,358,0,15
359,Antoni,Wygoda,1977-12-20,7,7,359,359,0,30
360,pan,Eryk,1960-11-02,8,8,360,360,0,30
361,pan,Maks,1960-01-16,9,9,361,361,0,30
362,Patryk,Rakus,1992-12-14,10,10,362,362,1,20
363,pan,Dominik,1975-09-25,11,11,363,363,0,40
364,Mariusz,D³ugajczyk,1983-06-14,12,12,364,364,1,10
365,Aleksander,Parada,1996-06-28,13,13,365,365,0,45
366,Dawid,Pasiak,1990-03-13,14,14,366,366,1,30
367,Anita,Wa³êsa,1971-11-01,15,15,367,367,1,20
368,Leon,Leoniuk,1971-02-18,0,0,368,368,1,25
369,Grzegorz,£asica,1978-09-20,1,1,369,369,0,40
370,El¿bieta,Waloszczyk,2001-03-29,2,2,370,370,0,35
371,Aurelia,Kukawka,1983-11-01,3,3,371,371,0,40
372,pani,Sylwia,1959-11-17,4,4,372,372,0,20
373,Ida,C¹ka³a,1963-02-08,5,5,373,373,1,25
374,pani,Marcelina,1984-03-31,6,6,374,374,1,25
375,Rados³aw,Œwierkot,1996-10-08,7,7,375,375,0,30
376,Ró¿a,Szmelter,1970-03-09,8,8,376,376,0,15
377,Tomasz,Czylok,1976-05-12,9,9,377,377,0,25
378,Leonard,Burzawa,1977-06-26,10,10,378,378,1,30
379,Miko³aj,Prochownik,1996-11-15,11,11,379,379,1,15
380,Julianna,Kretowicz,1967-09-30,12,12,380,380,0,25
381,Rados³aw,Garczyk,1963-07-02,13,13,381,381,0,20
382,Inga,Kultys,1977-10-06,14,14,382,382,1,30
383,Witold,Szok,1985-11-20,15,15,383,383,0,35
384,Iwo,Po³om,1965-01-10,0,0,384,384,0,5
385,Ida,Ska³ka,1981-04-08,1,1,385,385,0,40
386,Marcelina,Uzar,2004-06-08,2,2,386,386,0,25
387,Aleks,Zbiciak,1977-01-20,3,3,387,387,1,15
388,Nikodem,Kondej,1963-08-05,4,4,388,388,0,35
389,pani,Karina,1977-03-08,5,5,389,389,1,5
390,Sandra,Mainka,1971-07-03,6,6,390,390,1,10
391,pani,Kalina,1966-06-29,7,7,391,391,0,40
392,pani,Anastazja,2001-01-05,8,8,392,392,0,25
393,Jakub,Hampel,1997-07-30,9,9,393,393,0,40
394,Hubert,Korbel,1968-06-21,10,10,394,394,0,30
395,Marcin,Wo³czyk,2002-02-25,11,11,395,395,1,10
396,Ada,Niewiara,1969-07-28,12,12,396,396,1,15
397,pan,Ernest,1963-01-30,13,13,397,397,0,0
398,pan,Ksawery,1988-02-03,14,14,398,398,0,5
399,pani,Klara,1958-10-18,15,15,399,399,0,35
400,pani,Julita,1974-04-21,0,0,400,400,1,15
401,Krystyna,Burchardt,1966-02-15,1,1,401,401,0,40
402,Miko³aj,Ciapa,1968-04-12,2,2,402,402,1,35
403,Mi³osz,Ornat,1979-05-16,3,3,403,403,1,45
404,Lidia,Kopa,1993-05-14,4,4,404,404,0,0
405,pani,Aniela,1988-05-23,5,5,405,405,1,10
406,Marcel,Dziadowicz,1993-07-15,6,6,406,406,1,45
407,Oliwier,Krzywonos,1995-02-01,7,7,407,407,0,25
408,Inga,Solich,1994-02-24,8,8,408,408,0,0
409,Daniel,Matla,1967-04-01,9,9,409,409,0,35
410,Pawe³,Pad³o,1972-06-09,10,10,410,410,0,10
411,Krystian,John,1967-06-18,11,11,411,411,1,10
412,Adrian,Kosno,2004-07-26,12,12,412,412,0,20
413,pan,Kazimierz,1996-10-17,13,13,413,413,0,35
414,Maurycy,Tabiœ,1981-12-05,14,14,414,414,0,5
415,Jan,Wilkos,1998-02-16,15,15,415,415,1,20
416,Józef,Sierpieñ,1975-06-12,0,0,416,416,0,45
417,Nataniel,Misiuk,1962-06-20,1,1,417,417,1,5
418,pan,Fabian,1980-11-11,2,2,418,418,0,15
419,Anita,Fac,1985-09-06,3,3,419,419,0,30
420,Monika,Berg,1991-03-02,4,4,420,420,1,45
421,Lidia,Haremza,1992-07-26,5,5,421,421,0,15
422,Krystian,Florian,2003-02-09,6,6,422,422,0,0
423,Apolonia,Wich³acz,1986-04-06,7,7,423,423,0,15
424,pani,Ewa,1988-06-03,8,8,424,424,0,30
425,Liwia,Sommer,1975-08-23,9,9,425,425,1,40
426,Borys,Fronia,1973-04-10,10,10,426,426,0,25
427,Julian,Neska,1964-08-07,11,11,427,427,0,15
428,Dariusz,Wawrzkiewicz,1964-12-27,12,12,428,428,0,15
429,Filip,Be³z,1999-04-02,13,13,429,429,1,0
430,Nikodem,Folga,1961-07-30,14,14,430,430,1,10
431,Tadeusz,Thiel,1976-11-08,15,15,431,431,0,15
432,pan,Kamil,1992-02-16,0,0,432,432,0,45
433,Ró¿a,Bienia,1992-09-25,1,1,433,433,1,5
434,Roksana,Gendera,1986-06-22,2,2,434,434,0,45
435,Anna,Maria,1992-09-27,3,3,435,435,0,25
436,Bruno,Torbus,1988-02-05,4,4,436,436,0,15
437,Witold,Dziób,1992-02-29,5,5,437,437,1,40
438,Cezary,Glego³a,1990-03-25,6,6,438,438,1,25
439,pan,Maciej,1957-06-27,7,7,439,439,0,20
440,Jêdrzej,Matusewicz,1986-10-13,8,8,440,440,1,0
