client_id,first_name,last_name,date_of_birth,region_id,city_id,street_id,houseNr_id,clientType_id,discount
43,Aniela,Paluszak,1967-01-26,11,11,43,43,1,5
44,Ksawery,Tomzik,1985-04-25,12,12,44,44,1,35
45,pan,Kamil,1987-04-07,13,13,45,45,1,5
46,pani,Ewelina,1980-03-03,14,14,46,46,0,40
47,Ró¿a,Chochó³,1994-12-29,15,15,47,47,0,25
48,Krzysztof,Cyroñ,1965-07-27,0,0,48,48,0,40
49,Leon,Piotrak,1998-04-03,1,1,49,49,0,25
50,pan,Maciej,1964-12-29,2,2,50,50,0,20
51,Apolonia,Siatka,1976-03-15,3,3,51,51,1,35
52,Ksawery,Bogumi³,2004-08-08,4,4,52,52,1,5
53,pani,Bianka,1978-08-24,5,5,53,53,0,45
54,pani,Adrianna,1988-05-09,6,6,54,54,1,30
55,Apolonia,Zygmuntowicz,1977-04-30,7,7,55,55,1,15
56,Melania,Dzienis,1965-10-14,8,8,56,56,1,10
57,pani,Rozalia,1961-09-02,9,9,57,57,1,35
58,Natasza,Kopik,1970-02-13,10,10,58,58,1,0
59,Olgierd,Rup,1967-04-25,11,11,59,59,0,35
60,Olga,Piestrzeniewicz,1962-10-26,12,12,60,60,1,5
61,pan,Adam,1978-12-30,13,13,61,61,1,40
62,Aleksander,Dytrych,1975-08-14,14,14,62,62,1,10
63,Eliza,Kryszkiewicz,2002-09-25,15,15,63,63,0,35
64,Jerzy,Woœko,1996-09-30,0,0,64,64,1,10
65,Gaja,Staroœciak,1971-11-25,1,1,65,65,1,15
66,pan,Kacper,1970-11-03,2,2,66,66,1,20
67,Monika,Brojek,1963-04-27,3,3,67,67,1,30
68,pani,Natasza,1999-07-09,4,4,68,68,1,10
69,Tomasz,Pytko,2001-05-23,5,5,69,69,1,25
70,Kamila,S³awik,1973-09-03,6,6,70,70,1,0
71,Agnieszka,Prystupa,1987-07-29,7,7,71,71,1,25
72,Adam,Gierach,1964-05-17,8,8,72,72,0,40
73,pani,Melania,1995-07-16,9,9,73,73,1,35
74,Blanka,Przeklasa,2004-06-21,10,10,74,74,1,10
75,Agnieszka,Milewczyk,1981-01-20,11,11,75,75,1,40
76,pani,Sylwia,1994-12-02,12,12,76,76,0,10
77,Daniel,Dulemba,1988-12-02,13,13,77,77,0,40
78,pani,Apolonia,2003-03-17,14,14,78,78,0,35
79,Kazimierz,Misiaszek,1997-10-06,15,15,79,79,0,0
80,Dominik,Grycz,1976-01-02,0,0,80,80,1,10
81,Leon,Szwaj,1980-01-12,1,1,81,81,1,35
82,pan,Adam,2003-01-18,2,2,82,82,1,30
83,Bartek,Klamka,1983-12-28,3,3,83,83,0,10
84,pan,Damian,2001-07-01,4,4,84,84,0,10
85,pani,Eliza,1972-10-15,5,5,85,85,1,25
86,Piotr,Jereczek,1969-06-09,6,6,86,86,1,40
87,Angelika,Makurat,1991-02-06,7,7,87,87,1,35
88,Kalina,Siembab,1992-10-18,8,8,88,88,1,35
89,Olaf,John,1980-05-10,9,9,89,89,0,45
90,Cezary,Lenik,1978-04-24,10,10,90,90,0,20
91,pan,Karol,1998-09-05,11,11,91,91,1,20
92,Anastazja,Borysiak,1999-02-10,12,12,92,92,1,45
93,Kazimierz,Paprotny,1996-02-05,13,13,93,93,1,0
94,Olgierd,Bryda,1985-02-08,14,14,94,94,0,25
95,Dorota,Postawa,1957-09-03,15,15,95,95,0,5
96,Ryszard,Glapiak,2001-05-01,0,0,96,96,0,20
97,Bruno,Duchnik,1961-07-16,1,1,97,97,1,25
98,Tola,Ko³aczyk,2004-01-15,2,2,98,98,1,45
99,Przemys³aw,Kominiak,1969-11-25,3,3,99,99,1,40
100,pan,Adam,1968-09-20,4,4,100,100,1,30
101,Mateusz,Fogt,1973-01-25,5,5,101,101,1,45
102,Nela,Hanas,1963-06-06,6,6,102,102,1,0
103,pan,Juliusz,1978-04-16,7,7,103,103,0,0
104,pan,Natan,1959-06-23,8,8,104,104,0,15
105,pan,Nikodem,2001-09-13,9,9,105,105,1,0
106,Urszula,Ambrozik,1992-08-20,10,10,106,106,1,10
107,Julita,Bogaczyk,1969-10-05,11,11,107,107,0,40
108,Hubert,Torbus,2002-02-22,12,12,108,108,0,25
109,pani,Dorota,1992-10-21,13,13,109,109,0,45
110,Kazimierz,Duszkiewicz,1973-10-14,14,14,110,110,1,30
111,Marianna,Pal,1996-02-20,15,15,111,111,1,10
112,Bianka,Litwa,2004-01-05,0,0,112,112,0,25
113,Kalina,Duras,1993-12-25,1,1,113,113,1,30
114,Gaja,Rurka,1985-02-13,2,2,114,114,1,45
115,pani,Sonia,1963-11-21,3,3,115,115,1,35
116,Ksawery,Engel,1988-03-31,4,4,116,116,0,10
117,Gaja,Suchora,1976-03-09,5,5,117,117,1,15
118,Olga,Minkiewicz,1973-04-06,6,6,118,118,1,20
119,Malwina,Dziwak,1965-05-31,7,7,119,119,1,5
120,pani,El¿bieta,1979-10-17,8,8,120,120,1,20
121,Dawid,Wolff,2003-05-01,9,9,121,121,0,35
122,Maurycy,Sa³uda,1982-01-25,10,10,122,122,1,10
123,pan,Ignacy,2002-03-18,11,11,123,123,1,40
124,Olgierd,Strawa,1971-09-30,12,12,124,124,0,30
125,pan,Franciszek,1994-04-19,13,13,125,125,0,45
126,Stanis³aw,Tytko,1981-07-22,14,14,126,126,0,15
127,Józef,Dorobisz,1976-06-14,15,15,127,127,0,20
128,Miko³aj,Pela,1967-06-28,0,0,128,128,0,0
129,pan,Mariusz,1993-05-14,1,1,129,129,0,45
130,Igor,Wiertelak,1975-07-31,2,2,130,130,0,5
131,Maksymilian,Matyszczak,1972-02-15,3,3,131,131,1,10
132,Monika,Petrus,1975-08-12,4,4,132,132,0,40
133,Ada,Piestrzeniewicz,1995-05-17,5,5,133,133,0,10
134,Aleksander,Grycz,1977-10-28,6,6,134,134,0,45
135,Dagmara,Wójcikiewicz,1973-12-31,7,7,135,135,1,45
136,pani,Nicole,1976-06-06,8,8,136,136,1,25
137,Kornel,Krêgiel,2000-10-24,9,9,137,137,1,5
138,Olaf,Pêciak,1975-09-22,10,10,138,138,1,10
139,£ukasz,Ostapczuk,1985-05-18,11,11,139,139,0,20
140,Sara,Wilma,1989-05-24,12,12,140,140,1,10
141,pani,Julianna,1965-04-17,13,13,141,141,0,20
142,Blanka,Wojniak,1989-08-10,14,14,142,142,0,5
143,Hubert,Gasz,1988-03-19,15,15,143,143,1,45
144,Kamila,Hus,1962-02-05,0,0,144,144,0,5
145,Justyna,Lenc,1998-04-24,1,1,145,145,1,0
146,Justyna,Rzoñca,1999-09-10,2,2,146,146,0,10
147,Inga,Nalazek,1981-01-22,3,3,147,147,1,0
148,pan,Nikodem,2002-07-12,4,4,148,148,1,20
149,Arkadiusz,Boba,1981-11-19,5,5,149,149,0,20
150,Kaja,Wawrzyñczyk,1975-06-13,6,6,150,150,1,40
151,Micha³,Starzak,1997-03-02,7,7,151,151,0,45
152,pani,Anastazja,1970-08-14,8,8,152,152,0,30
153,Daniel,Tywoniuk,1975-09-18,9,9,153,153,1,30
154,pan,Borys,1982-07-14,10,10,154,154,1,0
155,Marcin,Freitag,1996-10-14,11,11,155,155,1,45
156,Roksana,Kubasiak,1992-10-10,12,12,156,156,0,30
157,Filip,Suda,1958-03-02,13,13,157,157,1,45
158,pani,Urszula,1987-12-21,14,14,158,158,0,35
159,pani,Inga,1957-05-27,15,15,159,159,1,0
160,pani,Sandra,1970-10-22,0,0,160,160,0,10
161,Olgierd,Martyka,1971-07-26,1,1,161,161,0,25
162,El¿bieta,Fedak,1973-03-29,2,2,162,162,0,35
163,Natan,Wolañczyk,1977-12-04,3,3,163,163,1,25
164,Miko³aj,Ku³ach,1984-02-10,4,4,164,164,0,10
165,Kajetan,Glaza,1958-02-15,5,5,165,165,0,45
166,pan,Wojciech,2002-03-07,6,6,166,166,0,30
167,Olaf,Gill,1970-12-30,7,7,167,167,0,40
168,pan,Krzysztof,1960-06-17,8,8,168,168,0,40
169,Rados³aw,Pêksa,1974-02-27,9,9,169,169,1,10
170,pan,Karol,1998-10-27,10,10,170,170,1,35
171,Kornel,£achacz,1956-12-18,11,11,171,171,1,15
172,Urszula,Glapiak,1988-05-18,12,12,172,172,1,0
173,Alex,Samoraj,1973-11-20,13,13,173,173,1,10
174,Tymon,Wizner,1971-08-18,14,14,174,174,0,10
175,Anastazja,Marciñczyk,1960-08-20,15,15,175,175,0,30
176,pani,Ewelina,1975-04-15,0,0,176,176,0,45
177,Maksymilian,Engel,1982-09-23,1,1,177,177,1,45
178,Robert,Stanis³awczyk,1998-03-18,2,2,178,178,0,5
179,Marcin,Bereda,1965-10-05,3,3,179,179,0,5
180,Konstanty,Petryk,2002-05-17,4,4,180,180,0,20
181,pan,Bruno,1993-07-03,5,5,181,181,1,40
182,Nicole,Wawrzonek,1978-01-13,6,6,182,182,0,10
183,Inga,Ciep³a,1964-02-17,7,7,183,183,0,45
184,pan,Hubert,1994-06-02,8,8,184,184,0,25
185,pan,Robert,1988-10-10,9,9,185,185,0,20
186,pan,Fryderyk,1983-03-01,10,10,186,186,1,10
187,Eryk,Buszkiewicz,1959-12-02,11,11,187,187,0,10
188,pan,Igor,1979-11-19,12,12,188,188,1,10
189,Marcel,Uliasz,1981-02-12,13,13,189,189,0,20
190,Kalina,£upina,1985-06-25,14,14,190,190,0,40
191,Inga,Myga,1975-08-28,15,15,191,191,0,30
192,Oskar,Gendera,1971-04-25,0,0,192,192,1,10
193,Albert,Apostel,2003-01-19,1,1,193,193,0,10
194,Konstanty,Wudarczyk,1977-09-19,2,2,194,194,0,30
195,Mi³osz,Chachaj,1989-05-31,3,3,195,195,0,20
196,Miko³aj,Olchawa,2002-02-10,4,4,196,196,1,45
197,Rados³aw,Skrzecz,1978-11-27,5,5,197,197,0,30
198,pan,Kacper,1960-07-12,6,6,198,198,1,25
199,pani,Ida,1988-07-04,7,7,199,199,1,5
200,Karina,£aœ,1990-07-02,8,8,200,200,1,20
201,El¿bieta,Gros,1971-12-18,9,9,201,201,0,30
202,Julianna,Laszkiewicz,1992-06-05,10,10,202,202,0,25
203,Angelika,Delikat,1959-11-01,11,11,203,203,1,0
204,Urszula,Gi¿a,1982-12-17,12,12,204,204,0,45
205,B³a¿ej,Kunda,1999-10-03,13,13,205,205,0,0
206,Marianna,Kaluga,1962-03-28,14,14,206,206,1,15
207,pani,Malwina,2003-07-19,15,15,207,207,0,10
208,Nataniel,Szarzec,1960-09-14,0,0,208,208,1,25
209,Konstanty,£yjak,1968-02-10,1,1,209,209,1,25
210,El¿bieta,Boguta,1963-12-02,2,2,210,210,1,10
211,Gustaw,Kuciak,1958-05-11,3,3,211,211,1,20
212,Bartek,Szyc,1992-06-15,4,4,212,212,0,40
213,pani,Ró¿a,1964-12-14,5,5,213,213,1,0
214,Maurycy,Myszk,2004-09-17,6,6,214,214,0,5
215,pan,Damian,1982-09-03,7,7,215,215,0,5
216,Bartek,Guœciora,1993-09-10,8,8,216,216,1,20
217,Robert,Niedba³,2002-10-20,9,9,217,217,0,10
218,Ida,Ko³odziejak,1996-11-19,10,10,218,218,0,25
219,Krystyna,Rozum,1982-10-08,11,11,219,219,1,0
220,Gabriel,Orawiec,1990-12-21,12,12,220,220,0,25
221,pani,Kornelia,1995-09-23,13,13,221,221,0,15
222,Jan,Dworczak,2004-09-27,14,14,222,222,1,35
223,Gabriel,Herda,1959-07-10,15,15,223,223,1,45
224,Karina,Kobak,1998-10-17,0,0,224,224,0,10
225,Sebastian,Matyjasek,1957-12-21,1,1,225,225,1,35
226,Ernest,Jantos,1968-06-14,2,2,226,226,1,0
227,pani,Ada,1978-09-22,3,3,227,227,0,5
228,Igor,Hinca,1973-05-04,4,4,228,228,1,30
229,pani,Melania,1988-07-04,5,5,229,229,1,25
230,Tymon,Szpyra,2001-05-03,6,6,230,230,0,0
231,pani,Urszula,1990-02-21,7,7,231,231,1,10
232,Oliwier,Plebanek,1993-08-24,8,8,232,232,1,0
233,Micha³,Pa³yga,1974-05-12,9,9,233,233,0,5
234,Ada,Lada,1963-01-16,10,10,234,234,1,20
235,Igor,Marosz,1958-07-11,11,11,235,235,0,30
236,pani,Ró¿a,1997-05-09,12,12,236,236,1,25
237,pan,Fryderyk,1981-09-30,13,13,237,237,1,30
238,Lidia,Lalak,1987-01-04,14,14,238,238,1,0
239,pani,Angelika,1957-10-14,15,15,239,239,1,20
240,Anastazja,Foremniak,1963-04-27,0,0,240,240,0,20
241,Angelika,Fraœ,1972-08-08,1,1,241,241,0,15
242,pani,Ewa,1999-11-15,2,2,242,242,0,40
243,Kazimierz,Szumiec,1970-11-12,3,3,243,243,1,5
244,pani,Kaja,1957-12-18,4,4,244,244,1,25
245,Igor,Pastuszek,1985-06-14,5,5,245,245,0,15
246,Witold,Cudzich,1979-03-14,6,6,246,246,0,20
247,pani,Roksana,1993-03-09,7,7,247,247,1,0
248,Eliza,Szarejko,1985-12-31,8,8,248,248,0,15
249,Kazimierz,Leszczak,1999-11-06,9,9,249,249,1,0
250,pani,Liwia,1999-05-14,10,10,250,250,1,45
251,El¿bieta,Borkowicz,1987-07-22,11,11,251,251,0,20
252,pan,Józef,1964-09-22,12,12,252,252,0,25
253,Robert,Rzucid³o,1964-07-01,13,13,253,253,1,35
254,Jan,Sass,1987-08-28,14,14,254,254,0,40
255,Tymon,Gêgotek,1969-11-26,15,15,255,255,1,25
256,Pawe³,Szlêk,1969-05-18,0,0,256,256,0,20
257,Leonard,Pawlaczek,2001-10-14,1,1,257,257,0,10
258,pan,Robert,1973-10-06,2,2,258,258,1,15
259,Dawid,Kubanek,1991-09-09,3,3,259,259,1,35
260,Kamil,Ficner,1986-02-25,4,4,260,260,1,20
261,Jan,Podkowa,1977-01-17,5,5,261,261,1,45
262,Aurelia,Zaranek,1980-08-11,6,6,262,262,0,0
263,pani,Kamila,1997-12-30,7,7,263,263,1,5
264,Cyprian,Capiga,1996-11-09,8,8,264,264,1,30
265,Tola,Walus,1973-10-28,9,9,265,265,1,5
266,Patryk,Hudzik,1978-08-31,10,10,266,266,0,5
267,Piotr,Kuba,1985-05-25,11,11,267,267,1,20
268,Sylwia,Pruchnik,1985-01-19,12,12,268,268,1,45
269,Kazimierz,Oskroba,1975-01-26,13,13,269,269,1,25
270,pan,Franciszek,1988-07-29,14,14,270,270,0,15
271,Krystyna,Kubaczyk,1968-10-12,15,15,271,271,1,35
272,Konstanty,Mytych,1977-07-22,0,0,272,272,0,10
273,Wojciech,Rzucid³o,1960-05-06,1,1,273,273,0,20
274,Oskar,Feliniak,1999-05-26,2,2,274,274,1,40
275,Grzegorz,D¹bkiewicz,1960-09-26,3,3,275,275,0,35
276,Jakub,Calik,1974-02-16,4,4,276,276,0,45
277,Malwina,Ziemann,1999-07-24,5,5,277,277,0,30
278,Norbert,Bubak,1993-02-17,6,6,278,278,1,25
279,Nikodem,G¹sienica,1969-07-27,7,7,279,279,1,30
280,Rafa³,Dery³o,1979-06-11,8,8,280,280,0,35
281,Grzegorz,Miêkina,2004-10-13,9,9,281,281,0,10
282,pan,Maksymilian,1999-01-16,10,10,282,282,1,25
283,Malwina,Fraœ,1985-04-21,11,11,283,283,0,40
284,Rozalia,BrzeŸniak,1973-12-02,12,12,284,284,1,45
285,Maksymilian,Wasilewicz,2002-07-26,13,13,285,285,1,40
286,Alex,Dawidczyk,1991-12-17,14,14,286,286,1,20
287,Ewa,Teter,2003-06-19,15,15,287,287,1,30
288,pan,Maurycy,1978-01-05,0,0,288,288,0,20
289,Kamil,¯ynda,1975-09-14,1,1,289,289,0,5
290,Marcin,Miros,1980-06-27,2,2,290,290,1,20
291,Filip,Mularz,1959-03-13,3,3,291,291,1,0
292,Eryk,Burchardt,1973-03-21,4,4,292,292,0,10
293,B³a¿ej,Bereda,1969-06-08,5,5,293,293,1,45
294,pan,Jacek,1979-06-16,6,6,294,294,1,40
295,Sandra,PrzewoŸna,1958-05-13,7,7,295,295,0,30
296,pan,Kamil,1958-07-24,8,8,296,296,0,35
297,Adam,C¹ka³a,1983-09-24,9,9,297,297,1,25
298,Nela,Sych,1964-07-24,10,10,298,298,0,35
299,Urszula,Elias,1980-09-26,11,11,299,299,1,5
300,pani,Aurelia,1970-12-04,12,12,300,300,0,5
301,Sara,Radzio,2002-02-14,13,13,301,301,0,45
302,Olgierd,Drop,2004-03-16,14,14,302,302,0,0
303,Fryderyk,Glonek,1970-04-29,15,15,303,303,1,40
304,Igor,Kremer,1990-05-29,0,0,304,304,1,35
305,Kamil,Poniedzia³ek,1971-10-19,1,1,305,305,1,40
306,Sylwia,Duszczyk,1998-11-16,2,2,306,306,1,40
307,Tola,Grygorowicz,1993-03-02,3,3,307,307,0,25
308,Agnieszka,Filek,1966-09-22,4,4,308,308,0,25
309,Bruno,Oleksiuk,1964-01-16,5,5,309,309,0,0
310,Borys,Czulak,1959-08-30,6,6,310,310,1,0
311,Jêdrzej,Panuœ,1996-03-12,7,7,311,311,0,30
312,Alex,Perka,1960-10-11,8,8,312,312,1,40
313,Antoni,Parda,1990-08-19,9,9,313,313,1,10
314,Olgierd,£abaj,1963-01-21,10,10,314,314,1,40
315,Adrian,Tyczka,1974-11-23,11,11,315,315,0,5
316,Adrianna,Krzosek,1996-07-22,12,12,316,316,0,25
317,pani,Blanka,1989-11-09,13,13,317,317,0,30
318,pani,Olga,1971-09-03,14,14,318,318,1,20
319,Norbert,¯o³nierczyk,1961-06-02,15,15,319,319,1,25
320,Maurycy,Smoter,1979-08-24,0,0,320,320,0,35
321,Robert,Lesisz,2003-10-03,1,1,321,321,0,20
322,Franciszek,Bohdanowicz,1996-03-03,2,2,322,322,1,15
323,Artur,Kurbiel,1986-04-09,3,3,323,323,1,40
324,Nataniel,Krzan,1962-08-12,4,4,324,324,1,45
325,Leon,Mikita,1987-08-09,5,5,325,325,0,25
326,Karol,Szpyt,1966-07-28,6,6,326,326,1,10
327,Gustaw,Rezler,1957-06-30,7,7,327,327,1,15
328,Adrian,Du³ak,1997-03-09,8,8,328,328,0,0
329,Cyprian,Tatarczyk,1999-03-05,9,9,329,329,0,15
330,Jacek,Trybuœ,2002-07-12,10,10,330,330,0,10
331,Nikodem,Staciwa,1992-06-30,11,11,331,331,0,5
332,pani,Urszula,1989-08-26,12,12,332,332,0,35
333,El¿bieta,Wiesio³ek,1961-09-25,13,13,333,333,1,45
334,pani,Urszula,1993-02-02,14,14,334,334,1,35
335,Ewelina,Strzoda,1972-03-11,15,15,335,335,1,35
336,Fabian,Lament,2001-07-10,0,0,336,336,1,30
337,Blanka,Kozubal,1998-07-30,1,1,337,337,1,35
338,Wojciech,Drywa,1960-11-18,2,2,338,338,0,20
339,Sara,Konat,1971-07-30,3,3,339,339,0,45
340,Ksawery,Praczyk,1973-11-13,4,4,340,340,1,25
341,Kalina,Cholewka,1968-04-10,5,5,341,341,1,20
342,pani,Malwina,1989-08-25,6,6,342,342,0,45
343,pani,Adrianna,1965-06-26,7,7,343,343,1,40
344,Cezary,Jeske,1966-06-20,8,8,344,344,1,15
345,Aurelia,Kasica,2000-11-06,9,9,345,345,1,15
346,Przemys³aw,Nyc,1976-12-07,10,10,346,346,1,5
347,pan,Franciszek,1983-06-30,11,11,347,347,1,45
348,pan,Krystian,1962-08-04,12,12,348,348,1,15
349,Wiktor,Kapera,1987-12-20,13,13,349,349,1,0
350,Tobiasz,£apaj,1978-04-17,14,14,350,350,1,30
351,pan,Norbert,1993-09-11,15,15,351,351,1,35
352,Jerzy,Oleksiewicz,1971-12-14,0,0,352,352,1,30
353,Karol,Ciep³uch,1990-02-19,1,1,353,353,0,10
354,Arkadiusz,Kukawka,2001-07-10,2,2,354,354,0,15
355,Franciszek,Prejs,1968-08-07,3,3,355,355,1,25
356,Jeremi,Nitek,1986-10-29,4,4,356,356,0,15
357,Jeremi,Mleczek,1963-12-23,5,5,357,357,0,25
358,Julita,Chwedoruk,1978-02-22,6,6,358,358,1,45
359,Angelika,Samson,1962-12-04,7,7,359,359,0,45
360,Bianka,Karnas,2002-09-28,8,8,360,360,1,35
361,pan,Emil,1974-11-09,9,9,361,361,0,10
362,Norbert,Kotala,1962-01-27,10,10,362,362,1,30
363,Anita,Czêœcik,1990-11-19,11,11,363,363,0,35
364,Piotr,Fio³ka,1965-05-14,12,12,364,364,0,35
365,Krzysztof,Widuch,1983-08-26,13,13,365,365,0,40
366,Alex,Smal,1978-06-14,14,14,366,366,0,0
367,pan,Leonard,1993-07-30,15,15,367,367,1,30
368,Cyprian,Smutek,1983-10-07,0,0,368,368,0,20
369,pan,Marcel,1983-07-27,1,1,369,369,0,10
370,Oliwier,Dubis,1984-10-04,2,2,370,370,0,15
371,Klara,Kandziora,1990-02-10,3,3,371,371,1,25
372,Sylwia,Surdel,2000-10-10,4,4,372,372,1,10
373,pan,Konstanty,1985-02-20,5,5,373,373,1,45
374,Jakub,Wa³doch,1999-07-17,6,6,374,374,1,35
375,Tadeusz,Trojanek,1972-07-31,7,7,375,375,0,35
376,pan,Adam,1966-08-18,8,8,376,376,1,0
377,Krystyna,Dziadkiewicz,1965-08-03,9,9,377,377,0,0
378,Iwo,Skoneczna,1991-02-05,10,10,378,378,1,5
379,Filip,KuŸnia,2000-07-21,11,11,379,379,0,10
380,Filip,Zera,2003-05-20,12,12,380,380,1,25
381,pan,Rafa³,1983-04-05,13,13,381,381,1,5
382,Jan,Naglik,1986-10-27,14,14,382,382,1,10
383,Sebastian,Cecot,1966-07-12,15,15,383,383,0,45
384,Juliusz,Kordys,1997-01-02,0,0,384,384,0,45
385,Ró¿a,Poreda,1991-10-07,1,1,385,385,1,20
386,pani,Inga,1995-05-15,2,2,386,386,0,15
387,Monika,Kajak,1988-08-29,3,3,387,387,0,10
388,Tomasz,Irzyk,1988-09-15,4,4,388,388,0,10
389,Przemys³aw,Myk,1982-03-12,5,5,389,389,1,5
390,Kamila,Dyda,1996-03-14,6,6,390,390,0,10
391,Robert,Behrendt,2003-04-17,7,7,391,391,0,40
392,Bruno,Bobak,2003-09-11,8,8,392,392,0,0
393,Tymoteusz,Urynowicz,1991-07-16,9,9,393,393,0,40
394,Ewelina,Mich,1991-09-08,10,10,394,394,1,20
395,Natan,Materek,1969-12-28,11,11,395,395,1,25
396,Emil,Kud³acz,1996-07-18,12,12,396,396,1,20
397,Ewa,Judek,1999-11-10,13,13,397,397,0,45
398,Stefan,Hus,1988-09-06,14,14,398,398,0,45
399,Natasza,Smaga³a,1962-08-04,15,15,399,399,0,15
400,Maks,Matela,1961-05-09,0,0,400,400,0,10
401,Leon,Wa¿na,2000-08-17,1,1,401,401,1,40
402,pan,Mi³osz,1990-06-01,2,2,402,402,0,10
403,Inga,Mikiciuk,1963-02-26,3,3,403,403,1,35
404,Ewa,Dyka,1969-04-23,4,4,404,404,0,35
405,Oskar,Drobisz,1983-08-30,5,5,405,405,0,35
406,B³a¿ej,Romankiewicz,1957-10-13,6,6,406,406,1,40
407,Nikodem,Cis,1981-03-03,7,7,407,407,0,30
408,Grzegorz,Ferdyn,1996-04-21,8,8,408,408,1,15
409,Krystian,Forma,1981-02-01,9,9,409,409,0,10
410,pan,Ernest,1975-03-30,10,10,410,410,1,45
411,Dorota,Filak,1976-04-13,11,11,411,411,0,25
412,Aleksander,Jaje,1981-05-02,12,12,412,412,1,40
413,Bruno,Frelek,1974-09-16,13,13,413,413,1,10
414,Janina,¯al,2004-08-15,14,14,414,414,0,0
415,pani,Angelika,1992-06-18,15,15,415,415,1,15
416,pani,Apolonia,1976-12-23,0,0,416,416,1,25
417,Blanka,Melka,2000-11-23,1,1,417,417,0,40
418,£ukasz,Kiryluk,1995-11-23,2,2,418,418,0,45
419,pan,Micha³,1962-08-30,3,3,419,419,0,25
420,Roksana,Rzucid³o,1968-06-06,4,4,420,420,0,10
421,pan,Tymon,1970-03-22,5,5,421,421,0,45
422,Oskar,Leœny,1995-05-27,6,6,422,422,1,15
423,pani,Julita,1962-04-19,7,7,423,423,1,40
424,Konstanty,Ziemann,1959-08-02,8,8,424,424,1,35
425,Filip,Szygu³a,1969-06-14,9,9,425,425,1,20
426,Inga,Ostafin,1998-12-26,10,10,426,426,1,15
427,Stefan,Welc,1967-01-31,11,11,427,427,0,30
428,pani,Ida,2001-11-06,12,12,428,428,1,45
429,Stanis³aw,Kud³acz,1981-02-21,13,13,429,429,0,10
430,Marcel,Ulewicz,1984-11-16,14,14,430,430,1,0
431,Miko³aj,Dziadkiewicz,1973-10-30,15,15,431,431,1,45
432,pani,Kaja,1980-05-15,0,0,432,432,0,30
433,Krystian,Hinca,1968-09-06,1,1,433,433,1,40
434,pani,Blanka,1962-08-23,2,2,434,434,1,5
435,Aurelia,Doliwa,1992-01-19,3,3,435,435,0,30
436,pani,Blanka,1969-08-23,4,4,436,436,1,10
437,Dominik,Klus,2003-11-27,5,5,437,437,0,35
438,Oliwier,Pompa,1979-11-01,6,6,438,438,0,10
439,Dorota,Lewicz,1959-01-23,7,7,439,439,1,35
