phone_id,phone_number,client_id,employee_id,branch_id,phoneType_id
231,884 614 426,231,,,0
232,727 138 397,232,,,0
233,579 238 409,233,,,0
234,+48 692 778 274,234,,,0
235,604 092 323,235,,,0
236,+48 699 203 763,236,,,0
237,+48 32 758 57 56,237,,,0
238,+48 883 219 783,238,,,0
239,+48 662 702 471,239,,,0
240,+48 694 128 659,240,,,0
241,+48 506 255 626,241,,,0
242,+48 667 354 137,242,,,0
243,725 827 590,243,,,0
244,+48 733 773 885,244,,,0
245,+48 534 469 277,245,,,0
246,+48 888 410 583,246,,,0
247,+48 32 967 46 79,247,,,0
248,+48 606 517 588,248,,,0
249,739 915 396,249,,,0
250,605 591 756,250,,,0
251,721 124 392,251,,,0
252,+48 509 720 862,252,,,0
253,+48 889 163 544,253,,,0
254,+48 532 924 664,254,,,0
255,32 859 88 32,255,,,0
256,+48 32 183 45 46,256,,,0
257,+48 668 836 696,257,,,0
258,731 623 439,258,,,0
259,789 047 214,259,,,0
260,+48 516 616 156,260,,,0
261,573 639 402,261,,,0
262,738 244 867,262,,,0
263,530 302 054,263,,,0
264,+48 531 293 772,264,,,0
265,791 723 833,265,,,0
266,+48 576 518 584,266,,,0
267,+48 889 641 811,267,,,0
268,+48 539 605 763,268,,,0
269,+48 603 963 729,269,,,0
270,579 697 028,270,,,0
271,+48 537 282 103,271,,,0
272,+48 578 529 619,272,,,0
273,+48 788 448 445,273,,,0
274,572 059 254,274,,,0
275,32 939 71 41,275,,,0
276,571 651 684,276,,,0
277,600 395 201,277,,,0
278,+48 724 549 753,278,,,0
279,+48 888 298 803,279,,,0
280,793 335 299,280,,,0
281,570 182 297,281,,,0
282,+48 665 115 797,282,,,0
283,572 754 406,283,,,0
284,786 453 198,284,,,0
285,+48 572 874 779,285,,,0
286,+48 22 136 94 22,286,,,0
287,+48 532 931 669,287,,,0
288,22 731 72 06,288,,,0
289,609 694 661,289,,,0
290,601 161 225,290,,,0
291,737 402 411,291,,,0
292,725 897 055,292,,,0
293,600 123 074,293,,,0
294,+48 607 130 598,294,,,0
295,885 621 372,295,,,0
296,502 800 048,296,,,0
297,+48 501 491 519,297,,,0
298,693 843 823,298,,,0
299,784 688 097,299,,,0
300,+48 698 286 117,300,,,0
301,+48 882 687 228,301,,,0
302,530 566 437,302,,,0
303,881 967 174,303,,,0
304,+48 512 924 978,304,,,0
305,788 061 054,305,,,0
306,+48 697 318 208,306,,,0
307,575 203 494,307,,,0
308,+48 788 284 549,308,,,0
309,663 873 945,309,,,0
310,+48 32 794 38 10,310,,,0
311,505 149 675,311,,,0
312,662 394 973,312,,,0
313,790 917 507,313,,,0
314,+48 533 725 877,314,,,0
315,+48 667 766 641,315,,,0
316,+48 783 107 601,316,,,0
317,+48 532 208 639,317,,,0
318,+48 663 630 910,318,,,0
319,503 501 247,319,,,0
320,725 476 278,320,,,0
321,+48 533 516 377,321,,,0
322,22 683 54 10,322,,,0
323,22 075 03 29,323,,,0
324,+48 796 132 379,324,,,0
325,+48 664 047 112,325,,,0
326,736 472 617,326,,,0
327,+48 577 292 232,327,,,0
328,+48 577 077 500,328,,,0
329,517 547 411,329,,,0
330,+48 785 171 150,330,,,0
331,736 436 869,331,,,0
332,690 445 024,332,,,0
333,519 101 044,333,,,0
334,+48 734 977 623,334,,,0
335,+48 32 826 52 93,335,,,0
336,+48 732 852 786,336,,,0
337,22 599 31 32,337,,,0
338,723 677 634,338,,,0
339,+48 601 266 853,339,,,0
340,+48 534 226 955,340,,,0
341,693 834 818,341,,,0
342,+48 601 653 418,342,,,0
343,+48 32 922 18 56,343,,,0
344,22 294 01 90,344,,,0
345,+48 503 859 377,345,,,0
346,+48 571 553 656,346,,,0
347,+48 735 813 526,347,,,0
348,+48 579 019 095,348,,,0
349,780 298 924,349,,,0
350,+48 22 712 58 84,350,,,0
351,+48 797 724 291,351,,,0
352,661 357 184,352,,,0
353,+48 22 956 18 93,353,,,0
354,+48 32 708 16 41,354,,,0
355,+48 787 867 278,355,,,0
356,518 578 212,356,,,0
357,22 063 22 28,357,,,0
358,885 612 906,358,,,0
359,535 695 257,359,,,0
360,+48 735 405 622,360,,,0
361,537 257 251,361,,,0
362,727 356 780,362,,,0
363,513 394 594,363,,,0
364,796 709 304,364,,,0
365,+48 691 321 998,365,,,0
366,501 534 474,366,,,0
367,576 920 013,367,,,0
368,+48 733 261 075,368,,,0
369,783 356 729,369,,,0
370,608 925 951,370,,,0
371,794 625 044,371,,,0
372,882 282 685,372,,,0
373,507 312 031,373,,,0
374,504 803 261,374,,,0
375,+48 735 523 975,375,,,0
376,+48 721 675 271,376,,,0
377,+48 795 301 934,377,,,0
378,730 570 836,378,,,0
379,+48 538 472 144,379,,,0
380,32 838 10 97,380,,,0
381,889 679 486,381,,,0
382,575 179 665,382,,,0
383,+48 509 332 895,383,,,0
384,+48 669 353 178,384,,,0
385,+48 515 160 408,385,,,0
386,669 463 218,386,,,0
387,516 102 925,387,,,0
388,+48 22 934 08 06,388,,,0
389,+48 515 668 651,389,,,0
390,+48 790 927 555,390,,,0
391,+48 734 968 438,391,,,0
392,+48 787 702 686,392,,,0
393,+48 607 462 142,393,,,0
394,503 915 621,394,,,0
395,+48 661 269 608,395,,,0
396,697 474 352,396,,,0
397,+48 723 744 739,397,,,0
398,+48 535 050 381,398,,,0
399,+48 517 657 517,399,,,0
400,787 086 450,400,,,0
401,+48 790 764 652,401,,,0
402,+48 698 897 747,402,,,0
403,539 693 865,403,,,0
404,505 717 269,404,,,0
405,+48 784 094 642,405,,,0
406,733 747 883,406,,,0
407,+48 798 498 563,407,,,0
408,+48 501 591 260,408,,,0
409,605 307 386,409,,,0
410,799 874 053,410,,,0
411,+48 699 957 057,411,,,0
412,728 971 203,412,,,0
413,+48 600 658 715,413,,,0
414,+48 731 001 094,414,,,0
415,699 712 614,415,,,0
416,32 074 27 14,416,,,0
417,537 744 815,417,,,0
418,668 679 452,418,,,0
419,+48 575 398 575,419,,,0
420,537 079 763,420,,,0
421,726 214 772,421,,,0
422,+48 503 167 647,422,,,0
423,+48 608 571 176,423,,,0
424,509 922 722,424,,,0
425,881 011 018,425,,,0
426,662 853 928,426,,,0
427,+48 723 371 454,427,,,0
428,796 853 157,428,,,0
429,+48 510 603 062,429,,,0
430,22 503 78 83,430,,,0
431,32 837 31 21,431,,,0
432,+48 882 511 642,432,,,0
433,577 462 406,433,,,0
434,795 586 865,434,,,0
435,+48 570 756 004,435,,,0
436,798 766 949,436,,,0
437,+48 731 564 170,437,,,0
438,579 836 488,438,,,0
439,+48 534 736 127,439,,,0
440,32 842 50 82,440,,,0
441,727 325 680,441,,,0
442,576 088 892,442,,,0
443,729 171 483,443,,,0
444,793 284 768,444,,,0
445,+48 781 106 578,445,,,0
446,+48 600 301 708,446,,,0
447,+48 695 451 420,447,,,0
448,+48 694 763 477,448,,,0
449,884 798 898,449,,,0
450,+48 735 634 239,450,,,0
451,500 494 845,451,,,0
452,605 515 596,452,,,0
453,794 370 092,453,,,0
454,+48 733 129 902,454,,,0
455,+48 889 568 572,455,,,0
456,+48 884 425 004,456,,,0
457,787 315 100,457,,,0
458,+48 572 338 273,458,,,0
459,692 559 928,459,,,0
460,698 194 936,460,,,0
461,728 634 282,461,,,0
462,661 713 484,462,,,0
463,+48 575 445 526,463,,,0
464,+48 518 641 954,464,,,0
465,667 556 448,465,,,0
466,22 375 13 01,466,,,0
467,+48 32 587 32 77,467,,,0
468,+48 519 244 787,468,,,0
469,+48 669 844 708,469,,,0
470,+48 789 186 459,470,,,0
471,799 908 955,471,,,0
472,+48 790 783 761,472,,,0
473,+48 533 308 167,473,,,0
474,514 906 089,474,,,0
475,+48 885 343 703,475,,,0
476,+48 32 975 38 21,476,,,0
477,889 896 447,477,,,0
478,+48 573 264 485,478,,,0
479,692 550 245,479,,,0
480,534 645 022,480,,,0
481,+48 502 254 440,481,,,0
482,535 693 858,482,,,0
483,795 563 619,483,,,0
484,887 424 176,484,,,0
485,798 708 233,485,,,0
486,732 991 455,486,,,0
487,+48 720 256 907,487,,,0
488,721 975 508,488,,,0
489,+48 22 204 74 09,489,,,0
490,+48 882 670 715,490,,,0
491,+48 504 173 867,491,,,0
492,+48 537 824 242,492,,,0
493,22 626 78 11,493,,,0
494,660 251 931,494,,,0
495,500 941 938,495,,,0
496,+48 22 467 39 19,496,,,0
497,+48 784 130 803,497,,,0
498,+48 32 785 94 45,498,,,0
499,600 377 186,499,,,0
500,667 431 180,500,,,0
501,530 460 115,501,,,0
502,32 004 45 27,502,,,0
503,+48 511 043 069,503,,,0
504,781 595 094,504,,,0
505,+48 888 634 516,505,,,0
506,32 043 11 37,506,,,0
507,+48 500 715 752,507,,,0
508,+48 739 235 040,508,,,0
509,696 921 436,509,,,0
510,+48 720 624 667,510,,,0
511,+48 790 329 095,511,,,0
512,+48 22 576 42 79,512,,,0
513,535 903 820,513,,,0
514,880 782 479,514,,,0
515,+48 785 826 829,515,,,0
516,+48 22 377 53 74,516,,,0
517,+48 798 489 354,517,,,0
518,22 514 22 55,518,,,0
519,788 260 711,519,,,0
520,22 563 97 55,520,,,0
521,+48 508 902 281,521,,,0
522,729 262 274,522,,,0
523,+48 504 558 851,523,,,0
524,669 124 582,524,,,0
525,535 466 900,525,,,0
526,795 415 310,526,,,0
527,+48 533 033 481,527,,,0
528,+48 792 551 651,528,,,0
529,+48 504 722 050,529,,,0
530,880 107 760,530,,,0
531,+48 507 504 171,531,,,0
532,32 078 72 01,532,,,0
533,+48 605 774 323,533,,,0
534,+48 535 408 237,534,,,0
535,+48 724 435 863,535,,,0
536,+48 22 502 82 81,536,,,0
537,+48 500 936 385,537,,,0
538,+48 694 245 875,538,,,0
539,+48 669 731 373,539,,,0
540,888 133 010,540,,,0
541,+48 22 261 05 34,541,,,0
542,+48 32 637 80 37,542,,,0
543,+48 572 049 348,543,,,0
544,734 794 557,544,,,0
545,+48 504 320 622,545,,,0
546,663 580 509,546,,,0
547,+48 503 611 733,547,,,0
548,511 227 708,548,,,0
549,+48 22 210 51 12,549,,,0
550,+48 536 916 727,550,,,0
551,+48 720 467 064,551,,,0
552,+48 695 460 036,552,,,0
553,691 230 990,553,,,0
554,+48 575 824 397,554,,,0
555,32 047 80 68,555,,,0
556,+48 698 706 849,556,,,0
557,570 747 712,557,,,0
558,32 115 43 39,558,,,0
559,510 590 509,559,,,0
560,+48 887 896 019,560,,,0
561,+48 539 238 628,561,,,0
562,602 769 401,562,,,0
563,+48 667 994 895,563,,,0
564,+48 733 030 513,564,,,0
565,+48 690 823 512,565,,,0
566,726 004 969,566,,,0
567,505 742 031,567,,,0
568,+48 730 761 501,568,,,0
569,507 519 063,569,,,0
570,887 053 399,570,,,0
571,600 602 116,571,,,0
572,733 542 742,572,,,0
573,32 639 88 56,573,,,0
574,730 490 623,574,,,0
575,537 363 989,575,,,0
576,+48 698 257 590,576,,,0
577,738 585 039,577,,,0
578,+48 22 704 55 74,578,,,0
579,22 826 22 36,579,,,0
580,32 244 39 87,580,,,0
581,693 508 743,581,,,0
582,+48 799 428 035,582,,,0
583,603 440 268,583,,,0
584,+48 517 936 001,584,,,0
585,+48 724 794 353,585,,,0
586,+48 721 782 400,586,,,0
587,+48 669 534 880,587,,,0
588,+48 723 265 888,588,,,0
589,690 040 208,589,,,0
590,725 244 139,590,,,0
591,780 186 688,591,,,0
592,+48 607 032 443,592,,,0
593,+48 666 360 499,593,,,0
594,+48 32 849 27 60,594,,,0
595,+48 692 958 398,595,,,0
596,732 274 043,596,,,0
597,789 061 665,597,,,0
598,785 761 806,598,,,0
599,+48 604 201 336,599,,,0
600,+48 731 900 746,600,,,0
601,+48 579 806 789,601,,,0
602,667 569 576,602,,,0
603,32 732 85 41,603,,,0
604,+48 881 203 425,604,,,0
605,577 880 797,605,,,0
606,883 169 930,606,,,0
607,535 759 150,607,,,0
608,575 075 329,608,,,0
609,+48 533 272 790,609,,,0
610,502 180 903,610,,,0
611,+48 32 137 46 16,611,,,0
612,736 755 696,612,,,0
613,799 319 901,613,,,0
614,691 389 398,614,,,0
615,+48 720 242 019,615,,,0
616,780 384 389,616,,,0
617,22 009 86 50,617,,,0
618,+48 574 109 963,618,,,0
619,+48 32 334 03 85,619,,,0
620,515 185 152,620,,,0
621,+48 780 211 886,621,,,0
622,+48 577 889 075,622,,,0
623,+48 517 732 695,623,,,0
624,+48 605 842 907,624,,,0
625,+48 32 977 48 99,625,,,0
626,691 000 176,626,,,0
627,+48 22 172 83 69,627,,,0
628,603 634 552,628,,,0
629,+48 787 570 941,629,,,0
630,782 812 790,630,,,0
631,32 463 73 84,631,,,0
632,608 368 659,632,,,0
633,501 898 698,633,,,0
634,726 438 310,634,,,0
635,+48 668 711 517,635,,,0
636,575 913 426,636,,,0
637,+48 668 137 525,637,,,0
638,+48 501 682 431,638,,,0
639,663 589 692,639,,,0
640,695 749 774,640,,,0
641,790 664 268,641,,,0
642,+48 667 774 482,642,,,0
643,507 794 711,643,,,0
644,607 037 009,644,,,0
645,+48 792 369 296,645,,,0
646,+48 722 404 293,646,,,0
647,32 017 98 99,647,,,0
648,609 975 418,648,,,0
649,502 817 864,649,,,0
650,+48 797 278 321,650,,,0
651,720 967 371,651,,,0
652,+48 531 634 599,652,,,0
653,32 028 90 44,653,,,0
654,+48 739 182 082,654,,,0
655,+48 731 886 154,655,,,0
656,+48 790 542 500,656,,,0
657,604 940 684,657,,,0
658,+48 32 015 71 07,658,,,0
659,537 766 040,659,,,0
660,517 698 215,660,,,0
661,+48 785 087 222,661,,,0
662,885 566 151,662,,,0
663,+48 32 099 23 74,663,,,0
664,515 626 588,664,,,0
665,519 976 656,665,,,0
666,514 013 717,666,,,0
667,+48 514 683 573,667,,,0
668,+48 600 742 405,668,,,0
669,697 760 245,669,,,0
670,519 830 390,670,,,0
671,578 799 098,671,,,0
672,513 436 637,672,,,0
673,+48 739 682 542,673,,,0
674,+48 665 941 689,674,,,0
675,+48 725 401 959,675,,,0
676,+48 32 740 85 01,676,,,0
677,579 031 709,677,,,0
678,+48 537 993 998,678,,,0
679,606 124 822,679,,,0
680,732 361 046,680,,,0
681,+48 736 415 586,681,,,0
682,532 169 923,682,,,0
683,+48 722 317 186,683,,,0
684,511 591 500,684,,,0
685,+48 32 059 97 18,685,,,0
686,605 084 879,686,,,0
687,507 819 712,687,,,0
688,+48 605 605 665,688,,,0
689,787 925 143,689,,,0
690,571 694 121,690,,,0
691,792 226 358,691,,,0
692,571 642 138,692,,,0
693,+48 511 169 810,693,,,0
694,+48 32 946 44 86,694,,,0
695,666 334 737,695,,,0
696,691 943 060,696,,,0
697,+48 787 343 217,697,,,0
698,+48 796 940 605,698,,,0
699,+48 531 722 517,699,,,0
700,721 744 794,700,,,0
701,609 664 114,701,,,0
702,+48 888 457 984,702,,,0
703,661 358 118,703,,,0
704,537 405 962,704,,,0
705,+48 697 429 139,705,,,0
706,604 004 026,706,,,0
707,510 983 941,707,,,0
708,+48 22 685 65 89,708,,,0
709,+48 734 628 152,709,,,0
710,+48 696 248 285,710,,,0
711,+48 664 807 161,711,,,0
712,+48 608 719 198,712,,,0
713,666 755 265,713,,,0
714,695 871 548,714,,,0
715,798 592 408,715,,,0
716,794 817 181,716,,,0
717,+48 518 896 621,717,,,0
718,+48 722 873 649,718,,,0
719,881 322 919,719,,,0
720,+48 692 968 696,720,,,0
721,+48 695 017 280,721,,,0
722,+48 516 605 217,722,,,0
723,+48 32 266 40 29,723,,,0
724,698 191 223,724,,,0
725,663 752 794,725,,,0
726,+48 22 036 48 79,726,,,0
727,+48 608 956 240,727,,,0
728,+48 693 502 677,728,,,0
729,22 715 66 21,729,,,0
730,+48 696 403 564,730,,,0
731,+48 690 144 914,731,,,0
732,663 598 402,732,,,0
733,883 182 247,733,,,0
734,608 504 151,734,,,0
735,578 805 647,735,,,0
736,+48 502 051 443,736,,,0
737,+48 723 028 939,737,,,0
738,+48 32 268 56 50,738,,,0
739,+48 882 396 930,739,,,0
740,+48 22 732 39 07,740,,,0
741,784 664 768,741,,,0
742,537 441 736,742,,,0
743,+48 698 305 879,743,,,0
744,662 528 293,744,,,0
745,+48 792 048 181,745,,,0
746,+48 889 748 367,746,,,0
747,783 091 678,747,,,0
748,+48 505 915 457,748,,,0
749,+48 575 492 103,749,,,0
750,+48 504 659 470,750,,,0
751,539 066 332,751,,,0
752,531 211 630,752,,,0
753,+48 724 921 825,753,,,0
754,888 395 538,754,,,0
755,+48 22 928 84 42,755,,,0
756,690 261 287,756,,,0
757,+48 794 646 581,757,,,0
758,+48 884 572 330,758,,,0
759,609 725 808,759,,,0
760,+48 737 149 195,760,,,0
761,576 235 186,761,,,0
762,693 681 707,762,,,0
763,666 400 102,763,,,0
764,+48 887 948 245,764,,,0
765,+48 22 453 81 84,765,,,0
766,661 622 424,766,,,0
767,+48 32 423 93 59,767,,,0
768,786 832 636,768,,,0
769,579 222 327,769,,,0
770,736 709 928,770,,,0
771,+48 600 077 830,771,,,0
772,888 320 929,772,,,0
773,+48 665 403 711,773,,,0
774,+48 577 082 856,774,,,0
775,+48 535 151 194,775,,,0
776,+48 570 299 354,776,,,0
777,880 422 023,777,,,0
778,+48 736 449 418,778,,,0
779,32 753 69 86,779,,,0
780,+48 531 258 258,780,,,0
781,666 318 046,781,,,0
782,+48 601 061 962,782,,,0
783,+48 22 877 60 09,783,,,0
784,+48 790 729 421,784,,,0
785,+48 602 921 216,785,,,0
786,880 666 628,786,,,0
787,+48 574 988 653,787,,,0
788,22 353 08 30,788,,,0
789,+48 535 696 050,789,,,0
790,735 846 670,790,,,0
791,+48 607 809 274,791,,,0
792,732 880 523,792,,,0
793,+48 32 651 30 39,793,,,0
794,+48 699 361 623,794,,,0
795,+48 506 147 008,795,,,0
796,789 966 649,796,,,0
797,+48 797 413 095,797,,,0
798,+48 694 479 996,798,,,0
799,732 119 900,799,,,0
800,739 965 139,800,,,0
801,532 304 259,801,,,0
802,782 233 023,802,,,0
803,+48 575 046 627,803,,,0
804,600 409 818,804,,,0
805,+48 721 776 502,805,,,0
806,+48 505 917 582,806,,,0
807,+48 601 434 879,807,,,0
808,+48 729 167 197,808,,,0
809,692 684 323,809,,,0
810,+48 730 376 841,810,,,0
811,+48 660 689 445,811,,,0
812,504 628 275,812,,,0
813,+48 503 514 805,813,,,0
814,+48 32 443 40 60,814,,,0
815,885 823 036,815,,,0
816,+48 663 646 612,816,,,0
817,+48 667 745 231,817,,,0
818,787 321 384,818,,,0
819,+48 578 112 301,819,,,0
820,605 047 106,820,,,0
821,+48 662 850 962,821,,,0
822,+48 515 161 734,822,,,0
823,606 416 400,823,,,0
824,882 073 012,824,,,0
825,+48 731 217 210,825,,,0
826,664 043 192,826,,,0
827,727 543 485,827,,,0
828,+48 533 404 024,828,,,0
829,513 334 091,829,,,0
830,798 159 376,830,,,0
831,607 310 060,831,,,0
832,+48 579 363 371,832,,,0
833,731 797 106,833,,,0
834,+48 783 313 419,834,,,0
835,+48 729 888 168,835,,,0
836,+48 888 645 163,836,,,0
837,783 106 627,837,,,0
838,+48 735 503 587,838,,,0
839,576 107 116,839,,,0
840,+48 22 813 52 96,840,,,0
841,+48 510 383 313,841,,,0
842,730 651 434,842,,,0
843,+48 795 600 142,843,,,0
844,+48 519 535 527,844,,,0
845,606 844 945,845,,,0
846,513 353 032,846,,,0
847,+48 885 801 551,847,,,0
848,+48 505 367 609,848,,,0
849,+48 502 677 424,849,,,0
850,517 433 812,850,,,0
851,516 378 261,851,,,0
852,+48 507 111 510,852,,,0
853,+48 501 461 436,853,,,0
854,881 079 359,854,,,0
855,+48 22 763 60 14,855,,,0
856,+48 738 282 983,856,,,0
857,531 566 976,857,,,0
858,+48 690 495 636,858,,,0
859,+48 883 724 063,859,,,0
860,532 793 812,860,,,0
861,+48 797 833 681,861,,,0
862,726 549 841,862,,,0
863,+48 601 132 903,863,,,0
864,514 249 086,864,,,0
865,535 430 238,865,,,0
866,889 070 739,866,,,0
867,32 196 64 75,867,,,0
868,668 922 929,868,,,0
869,+48 537 789 387,869,,,0
870,795 863 272,870,,,0
871,+48 536 250 439,871,,,0
872,+48 518 076 845,872,,,0
873,510 196 139,873,,,0
874,+48 536 312 279,874,,,0
875,+48 781 725 758,875,,,0
876,571 358 987,876,,,0
877,+48 32 963 26 44,877,,,0
878,+48 794 243 982,878,,,0
879,724 324 733,879,,,0
880,738 007 745,880,,,0
881,+48 693 659 605,881,,,0
